loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
3491,K2-32 d,Transit,2016,K2,31.7154,
3492,K2-32 e,Transit,2019,K2,4.3491,
3493,K2-32 e,Transit,2019,K2,4.34882,
3494,K2-320 b,Transit,2020,K2,1.995,
3495,K2-321 b,Transit,2020,K2,2.298,
3496,K2-322 b,Transit,2020,K2,8.205,
3497,K2-323 b,Transit,2020,K2,24.93,
3498,K2-324 b,Transit,2020,K2,3.262,
3499,K2-325 b,Transit,2020,K2,6.93,
3500,K2-326 b,Transit,2020,K2,1.256,
3501,K2-33 b,Transit,2016,K2,5.4252061,
3502,K2-33 b,Transit,2016,K2,5.424865,1175.971
3503,K2-33 b,Transit,2016,K2,5.42526,
3504,K2-33 b,Transit,2016,K2,5.4224,
3505,K2-33 b,Transit,2016,K2,5.42513,1144.188
3506,K2-34 b,Transit,2016,K2,2.995653,
3507,K2-34 b,Transit,2016,K2,2.99561,352.7913
3508,K2-34 b,Transit,2016,K2,2.995629,539.67534
3509,K2-34 b,Transit,2016,K2,2.995607,559.3808
3510,K2-34 b,Transit,2016,K2,2.995633,
3511,K2-34 b,Transit,2016,K2,2.995633,
3512,K2-34 b,Transit,2016,K2,2.99529334,
3513,K2-34 b,Transit,2016,K2,2.996,
3514,K2-34 b,Transit,2016,K2,2.995654,563.51259
3515,K2-34 b,Transit,2016,K2,2.995646,
3516,K2-34 b,Transit,2016,K2,2.9956372,
3517,K2-34 b,Transit,2016,K2,2.995646,
3518,K2-35 b,Transit,2016,K2,2.39901,
3519,K2-35 b,Transit,2016,K2,2.39991,
3520,K2-35 b,Transit,2016,K2,2.39991,
3521,K2-35 b,Transit,2016,K2,2.39984,
3522,K2-35 b,Transit,2016,K2,2.39996,
3523,K2-35 b,Transit,2016,K2,2.3996463,
3524,K2-35 b,Transit,2016,K2,5.608352,
3525,K2-35 c,Transit,2016,K2,2.399964,
3526,K2-35 c,Transit,2016,K2,5.60906,
3527,K2-35 c,Transit,2016,K2,5.60967748,
3528,K2-35 c,Transit,2016,K2,5.60836,
3529,K2-35 c,Transit,2016,K2,5.60906,
3530,K2-35 c,Transit,2016,K2,5.6084,
3531,K2-35 c,Transit,2016,K2,5.6089465,
3532,K2-35 c,Transit,2016,K2,5.60871,
3533,K2-35 c,Transit,2016,K2,5.60912,
3534,K2-36 b,Transit,2016,K2,1.422647,
3535,K2-36 b,Transit,2016,K2,1.42266,
3536,K2-36 b,Transit,2016,K2,1.4226108,
3537,K2-36 b,Transit,2016,K2,1.422619,
3538,K2-36 b,Transit,2016,K2,1.422647,
3539,K2-36 b,Transit,2016,K2,1.422614,3.9
3540,K2-36 b,Transit,2016,K2,1.422619,
3541,K2-36 c,Transit,2016,K2,1.422602,
3542,K2-36 c,Transit,2016,K2,5.34059,
3543,K2-36 c,Transit,2016,K2,5.340883,
3544,K2-36 c,Transit,2016,K2,5.340888,7.8
3545,K2-36 c,Transit,2016,K2,5.34072,
3546,K2-36 c,Transit,2016,K2,5.34107237,
3547,K2-36 c,Transit,2016,K2,5.340883,
3548,K2-36 c,Transit,2016,K2,5.3408934,
3549,K2-36 c,Transit,2016,K2,5.34072,
3550,K2-37 b,Transit,2016,K2,4.44117,
3551,K2-37 b,Transit,2016,K2,4.443774,
3552,K2-37 b,Transit,2016,K2,4.4436649,
3553,K2-37 b,Transit,2016,K2,4.44118,
3554,K2-37 b,Transit,2016,K2,4.443774,
3555,K2-37 b,Transit,2016,K2,4.4436,
3556,K2-37 b,Transit,2016,K2,4.44118,
3557,K2-37 c,Transit,2016,K2,6.42904,
3558,K2-37 c,Transit,2016,K2,6.42973,
3559,K2-37 c,Transit,2016,K2,6.429582,
3560,K2-37 c,Transit,2016,K2,6.42959,
3561,K2-37 c,Transit,2016,K2,6.42973,
3562,K2-37 c,Transit,2016,K2,6.429582,
3563,K2-37 c,Transit,2016,K2,6.4295023,
3564,K2-37 c,Transit,2016,K2,6.43032491,
3565,K2-37 d,Transit,2016,K2,14.0919,
3566,K2-37 d,Transit,2016,K2,14.090996,
3567,K2-37 d,Transit,2016,K2,14.09292,
3568,K2-37 d,Transit,2016,K2,14.090907,
3569,K2-37 d,Transit,2016,K2,14.0919,
3570,K2-37 d,Transit,2016,K2,14.09189,
3571,K2-37 d,Transit,2016,K2,14.090996,
3572,K2-38 b,Transit,2016,K2,4.01628,
3573,K2-38 b,Transit,2016,K2,4.01663,
3574,K2-38 b,Transit,2016,K2,4.01628,
3575,K2-38 b,Transit,2016,K2,4.01593,12
3576,K2-38 b,Transit,2016,K2,4.01593,19.0698
3577,K2-38 c,Transit,2016,K2,10.56098,
3578,K2-38 c,Transit,2016,K2,10.56103,9.9
3579,K2-38 c,Transit,2016,K2,10.56098,
3580,K2-38 c,Transit,2016,K2,10.56131,
3581,K2-39 b,Transit,2016,K2,4.60543,50.3
3582,K2-39 b,Transit,2016,K2,4.60497,39.8
3583,K2-39 b,Transit,2016,K2,4.60497,
3584,K2-39 b,Transit,2016,K2,4.6049829,
3585,K2-39 b,Transit,2016,K2,4.6028,
3586,K2-39 b,Transit,2016,K2,4.60497,
3587,K2-39 b,Transit,2016,K2,4.60543,28.6047
3588,K2-4 b,Transit,2015,K2,10.00617969,
3589,K2-4 b,Transit,2015,K2,10.00361,
3590,K2-4 b,Transit,2015,K2,10.0044,
3591,K2-4 b,Transit,2015,K2,10.0044,
3592,K2-4 b,Transit,2015,K2,10.00329,
3593,K2-4 b,Transit,2015,K2,10.003417,
3594,K2-4 b,Transit,2015,K2,10.00339,
3595,K2-4 b,Transit,2015,K2,10.00329,
3596,K2-4 b,Transit,2015,K2,10.0051,
3597,K2-42 b,Transit,2016,K2,6.68796,
3598,K2-42 b,Transit,2016,K2,6.6874352,
3599,K2-42 b,Transit,2016,K2,6.68796,
3600,K2-42 b,Transit,2016,K2,6.68851,
3601,K2-43 b,Transit,2016,K2,3.471341,
3602,K2-43 b,Transit,2016,K2,3.47114,
3603,K2-43 b,Transit,2016,K2,3.471285,
3604,K2-43 b,Transit,2016,K2,3.471136,
3605,K2-43 b,Transit,2016,K2,3.47134,
3606,K2-43 b,Transit,2016,K2,3.471149,
3607,K2-43 b,Transit,2016,K2,3.47114,
3608,K2-43 c,Transit,2019,K2,2.19945,
3609,K2-43 c,Transit,2019,K2,2.198884,
3610,K2-44 b,Transit,2016,K2,5.65688,
3611,K2-44 b,Transit,2016,K2,5.65706,
3612,K2-44 b,Transit,2016,K2,5.656304,
3613,K2-44 b,Transit,2016,K2,5.65688,
3614,K2-44 b,Transit,2016,K2,5.656304,
3615,K2-44 b,Transit,2016,K2,5.65621,
3616,K2-44 b,Transit,2016,K2,5.656256,
3617,K2-45 b,Transit,2016,K2,1.72926,
3618,K2-45 b,Transit,2016,K2,1.7292591,
3619,K2-45 b,Transit,2016,K2,1.7292577,
3620,K2-45 b,Transit,2016,K2,1.7292684,
3621,K2-45 b,Transit,2016,K2,1.7292684,
3622,K2-45 b,Transit,2016,K2,1.729257,
3623,K2-46 b,Transit,2016,K2,19.153765,
3624,K2-46 b,Transit,2016,K2,19.1541,
3625,K2-46 b,Transit,2016,K2,19.1541,
3626,K2-46 b,Transit,2016,K2,19.15454,
3627,K2-46 b,Transit,2016,K2,19.15344,
3628,K2-46 b,Transit,2016,K2,19.153,
3629,K2-46 b,Transit,2016,K2,19.15454,
3630,K2-47 b,Transit,2016,K2,31.6551,
3631,K2-47 b,Transit,2016,K2,31.6372,
3632,K2-47 b,Transit,2016,K2,31.6372,
3633,K2-47 b,Transit,2016,K2,31.646306,
3634,K2-48 b,Transit,2016,K2,20.5065,
3635,K2-48 b,Transit,2016,K2,20.507693,
3636,K2-48 b,Transit,2016,K2,20.5107,
3637,K2-48 b,Transit,2016,K2,20.5065,
3638,K2-49 b,Transit,2016,K2,2.770522,
3639,K2-49 b,Transit,2016,K2,2.7706297,
3640,K2-49 b,Transit,2016,K2,2.77065,
3641,K2-49 b,Transit,2016,K2,2.77065,
3642,K2-5 b,Transit,2015,K2,5.73594,
3643,K2-5 b,Transit,2015,K2,5.73597,
3644,K2-5 b,Transit,2015,K2,5.73649,
3645,K2-5 b,Transit,2015,K2,5.73491,
3646,K2-5 b,Transit,2015,K2,5.7348462,
3647,K2-5 b,Transit,2015,K2,5.73491,
3648,K2-5 b,Transit,2015,K2,5.73597,
3649,K2-5 c,Transit,2015,K2,10.93406,
3650,K2-5 c,Transit,2015,K2,10.9324,
3651,K2-5 c,Transit,2015,K2,10.93459,
3652,K2-5 c,Transit,2015,K2,10.93241,
3653,K2-5 c,Transit,2015,K2,10.9324,
3654,K2-5 c,Transit,2015,K2,10.93406,
3655,K2-50 b,Transit,2016,K2,8.7529874,
3656,K2-50 b,Transit,2016,K2,8.7529,
3657,K2-50 b,Transit,2016,K2,8.75198,
3658,K2-50 b,Transit,2016,K2,8.7529,
3659,K2-52 b,Transit,2016,K2,3.535155,
3660,K2-52 b,Transit,2016,K2,3.535055,
3661,K2-52 b,Transit,2016,K2,3.53482,
3662,K2-52 b,Transit,2016,K2,3.53482,
3663,K2-52 b,Transit,2016,K2,3.5353975,
3664,K2-53 b,Transit,2016,K2,12.20773,
3665,K2-53 b,Transit,2016,K2,12.207632,
3666,K2-53 b,Transit,2016,K2,12.2054,
3667,K2-53 b,Transit,2016,K2,12.2091165,
3668,K2-53 b,Transit,2016,K2,12.2054,
3669,K2-53 b,Transit,2016,K2,12.20772,
3670,K2-54 b,Transit,2016,K2,9.7843,
3671,K2-54 b,Transit,2016,K2,9.7843,
3672,K2-55 b,Transit,2016,K2,2.849258,
3673,K2-55 b,Transit,2016,K2,2.849274,
3674,K2-55 b,Transit,2016,K2,2.8493,
3675,K2-55 b,Transit,2016,K2,2.84947127,
3676,K2-55 b,Transit,2016,K2,2.849302,
3677,K2-55 b,Transit,2016,K2,2.84927,
3678,K2-55 b,Transit,2016,K2,2.849258,
3679,K2-55 b,Transit,2016,K2,2.8492818,
3680,K2-57 b,Transit,2016,K2,9.007156,
3681,K2-57 b,Transit,2016,K2,9.0063,
3682,K2-57 b,Transit,2016,K2,9.0074,
3683,K2-57 b,Transit,2016,K2,9.0063,
3684,K2-58 b,Transit,2016,K2,7.05235,
3685,K2-58 b,Transit,2016,K2,7.0525273,
3686,K2-58 b,Transit,2016,K2,7.05254,
3687,K2-58 b,Transit,2016,K2,7.052475,
3688,K2-58 b,Transit,2016,K2,7.052475,
3689,K2-58 b,Transit,2016,K2,7.05254,
3690,K2-58 b,Transit,2016,K2,7.05240378,
3691,K2-58 c,Transit,2016,K2,2.537071,
3692,K2-58 c,Transit,2016,K2,2.537071,
3693,K2-58 c,Transit,2016,K2,2.53712,
3694,K2-58 c,Transit,2016,K2,2.53726,
3695,K2-58 c,Transit,2016,K2,2.53726,
3696,K2-58 c,Transit,2016,K2,2.5370422,
3697,K2-58 d,Transit,2016,K2,22.88159,
3698,K2-58 d,Transit,2016,K2,22.88159,
3699,K2-58 d,Transit,2016,K2,22.8827,
3700,K2-58 d,Transit,2016,K2,22.8827,
3701,K2-58 d,Transit,2016,K2,22.882,
3702,K2-58 d,Transit,2016,K2,22.881145,
3703,K2-59 b,Transit,2016,K2,20.6915,
3704,K2-59 b,Transit,2016,K2,20.698453,
3705,K2-59 b,Transit,2016,K2,20.6921,
3706,K2-59 b,Transit,2016,K2,20.6921,
3707,K2-59 c,Transit,2016,K2,11.2954,
3708,K2-59 c,Transit,2016,K2,11.29665,
3709,K2-59 c,Transit,2016,K2,11.295158,
3710,K2-59 c,Transit,2016,K2,11.2954,
3711,K2-6 b,Transit,2015,K2,30.9403,
3712,K2-6 b,Transit,2015,K2,30.9349,
3713,K2-6 b,Transit,2015,K2,30.944593,
3714,K2-6 b,Transit,2015,K2,30.94191,
3715,K2-6 b,Transit,2015,K2,30.94191,
3716,K2-6 b,Transit,2015,K2,30.944648,
3717,K2-6 b,Transit,2015,K2,30.9349,
3718,K2-6 b,Transit,2015,K2,30.944593,
3719,K2-60 b,Transit,2016,K2,3.00234671,
3720,K2-60 b,Transit,2016,K2,3.002627,
3721,K2-60 b,Transit,2016,K2,3.00265,135.39558
3722,K2-60 b,Transit,2016,K2,3.002627,
3723,K2-60 b,Transit,2016,K2,3.0026,
3724,K2-60 b,Transit,2016,K2,3.0026376,
3725,K2-60 b,Transit,2016,K2,3.002654,
3726,K2-61 b,Transit,2016,K2,2.57275378,
3727,K2-61 b,Transit,2016,K2,2.5735352,
3728,K2-61 b,Transit,2016,K2,2.573413,
3729,K2-61 b,Transit,2016,K2,2.57302,
3730,K2-61 b,Transit,2016,K2,2.573413,
3731,K2-61 b,Transit,2016,K2,2.57302,
3732,K2-61 b,Transit,2016,K2,2.57333,
3733,K2-62 b,Transit,2016,K2,6.67202,
3734,K2-62 b,Transit,2016,K2,6.671774,
3735,K2-62 b,Transit,2016,K2,6.671774,
3736,K2-62 b,Transit,2016,K2,6.67196,
3737,K2-62 b,Transit,2016,K2,6.6717686,
3738,K2-62 b,Transit,2016,K2,6.67010938,
3739,K2-62 b,Transit,2016,K2,6.67202,
3740,K2-62 c,Transit,2016,K2,16.197201,
3741,K2-62 c,Transit,2016,K2,16.197189,
3742,K2-62 c,Transit,2016,K2,16.19803,
3743,K2-62 c,Transit,2016,K2,16.197201,
3744,K2-62 c,Transit,2016,K2,16.1966,
3745,K2-62 c,Transit,2016,K2,16.1966,
3746,K2-63 b,Transit,2016,K2,20.257,
3747,K2-63 b,Transit,2016,K2,20.258209,
3748,K2-63 b,Transit,2016,K2,20.2653,
3749,K2-63 b,Transit,2016,K2,20.257,
3750,K2-63 c,Transit,2016,K2,25.4569,
3751,K2-63 c,Transit,2016,K2,25.4556,
3752,K2-63 c,Transit,2016,K2,25.4556,
3753,K2-63 c,Transit,2016,K2,25.457815,
3754,K2-64 b,Transit,2016,K2,6.53044,
3755,K2-64 b,Transit,2016,K2,6.53147301,
3756,K2-64 b,Transit,2016,K2,6.53044,
3757,K2-64 b,Transit,2016,K2,6.53142,
3758,K2-64 b,Transit,2016,K2,6.5311178,
3759,K2-65 b,Transit,2016,K2,12.647815,
3760,K2-65 b,Transit,2016,K2,12.6475,
3761,K2-65 b,Transit,2016,K2,12.647849,
3762,K2-65 b,Transit,2016,K2,12.647815,
3763,K2-65 b,Transit,2016,K2,12.6475,
3764,K2-65 b,Transit,2016,K2,12.65309622,
3765,K2-65 b,Transit,2016,K2,12.64655,
3766,K2-66 b,Transit,2016,K2,5.06963,21.3
3767,K2-66 b,Transit,2016,K2,5.06965,
3768,K2-66 b,Transit,2016,K2,5.06965,
3769,K2-66 b,Transit,2016,K2,5.0689232,
3770,K2-68 b,Transit,2016,K2,8.05423,
3771,K2-68 b,Transit,2016,K2,8.054787,
3772,K2-68 b,Transit,2016,K2,8.054787,
3773,K2-68 b,Transit,2016,K2,8.05428,
3774,K2-68 b,Transit,2016,K2,8.0549321,
3775,K2-68 b,Transit,2016,K2,8.05428,
3776,K2-69 b,Transit,2016,K2,7.0658874,
3777,K2-69 b,Transit,2016,K2,7.06599,
3778,K2-69 b,Transit,2016,K2,7.06599,
3779,K2-69 b,Transit,2016,K2,7.065,
3780,K2-7 b,Transit,2015,K2,28.6777,
3781,K2-7 b,Transit,2015,K2,28.6911,
3782,K2-7 b,Transit,2015,K2,28.6777,
3783,K2-7 b,Transit,2015,K2,28.67992,
3784,K2-7 b,Transit,2015,K2,28.67992,
3785,K2-70 b,Transit,2016,K2,13.978518,
3786,K2-70 b,Transit,2016,K2,13.98746633,
3787,K2-70 b,Transit,2016,K2,13.97896,
3788,K2-70 b,Transit,2016,K2,13.978518,
3789,K2-70 b,Transit,2016,K2,13.97896,
3790,K2-70 b,Transit,2016,K2,13.97876,
3791,K2-70 b,Transit,2016,K2,13.9782,
3792,K2-71 b,Transit,2016,K2,6.98541,
3793,K2-71 b,Transit,2016,K2,6.9862794,
3794,K2-71 b,Transit,2016,K2,6.98541,
3795,K2-72 b,Transit,2016,K2,5.57739,
3796,K2-72 b,Transit,2016,K2,5.5773147,
3797,K2-72 b,Transit,2016,K2,5.57739,
3798,K2-72 b,Transit,2016,K2,5.57722,
3799,K2-72 b,Transit,2016,K2,5.577212,
3800,K2-72 c,Transit,2016,K2,15.1871,
3801,K2-72 c,Transit,2016,K2,15.189034,
3802,K2-72 c,Transit,2016,K2,15.1871,
3803,K2-72 c,Transit,2016,K2,15.18903,
3804,K2-72 d,Transit,2016,K2,7.7599,
3805,K2-72 d,Transit,2016,K2,7.7599,
3806,K2-72 d,Transit,2016,K2,7.760178,
3807,K2-72 d,Transit,2016,K2,7.76013,
3808,K2-72 e,Transit,2016,K2,24.1669,
3809,K2-72 e,Transit,2016,K2,24.158868,
3810,K2-72 e,Transit,2016,K2,24.1669,
3811,K2-72 e,Transit,2016,K2,24.15872,
3812,K2-73 b,Transit,2016,K2,7.495692,
3813,K2-73 b,Transit,2016,K2,7.49569,
3814,K2-73 b,Transit,2016,K2,7.495692,
3815,K2-73 b,Transit,2016,K2,7.49543,
3816,K2-73 b,Transit,2016,K2,7.495,
3817,K2-73 b,Transit,2016,K2,7.4956613,
3818,K2-73 b,Transit,2016,K2,7.49491004,
3819,K2-73 b,Transit,2016,K2,7.49543,
3820,K2-74 b,Transit,2016,K2,19.565086,
3821,K2-74 b,Transit,2016,K2,19.565557,
3822,K2-74 b,Transit,2016,K2,19.5666,
3823,K2-74 b,Transit,2016,K2,19.5688,
3824,K2-74 b,Transit,2016,K2,19.565557,
3825,K2-74 b,Transit,2016,K2,19.5666,
3826,K2-75 b,Transit,2016,K2,7.817949,
3827,K2-75 b,Transit,2016,K2,7.8173399,
3828,K2-75 b,Transit,2016,K2,7.81751,
3829,K2-75 b,Transit,2016,K2,7.8142,
3830,K2-75 b,Transit,2016,K2,7.8142,
3831,K2-75 b,Transit,2016,K2,7.817949,
3832,K2-75 c,Transit,2016,K2,18.283257,
3833,K2-75 c,Transit,2016,K2,18.311,
3834,K2-75 c,Transit,2016,K2,18.286069,
3835,K2-75 c,Transit,2016,K2,18.289,
3836,K2-75 c,Transit,2016,K2,18.311,
3837,K2-75 c,Transit,2016,K2,18.286069,
3838,K2-77 b,Transit,2016,K2,8.20023,
3839,K2-77 b,Transit,2016,K2,8.20075,
3840,K2-77 b,Transit,2016,K2,8.199796,603.877
3841,K2-77 b,Transit,2016,K2,8.199814,
3842,K2-77 b,Transit,2016,K2,8.2008,
3843,K2-77 b,Transit,2016,K2,8.20075,
3844,K2-77 b,Transit,2016,K2,8.199814,
3845,K2-79 b,Transit,2016,K2,10.993948,
3846,K2-79 b,Transit,2016,K2,10.99573,
3847,K2-79 b,Transit,2016,K2,10.99573,
3848,K2-79 b,Transit,2016,K2,10.99501,
3849,K2-79 b,Transit,2016,K2,10.993948,
3850,K2-8 b,Transit,2015,K2,10.3535,
3851,K2-8 b,Transit,2015,K2,10.3535,
3852,K2-8 b,Transit,2015,K2,10.35176,
3853,K2-8 b,Transit,2015,K2,10.35848367,
3854,K2-8 b,Transit,2015,K2,10.3516,
3855,K2-8 b,Transit,2015,K2,10.353263,
3856,K2-8 b,Transit,2015,K2,10.35239,
3857,K2-8 b,Transit,2015,K2,10.35176,
3858,K2-8 c,Transit,2016,K2,5.06408,
3859,K2-8 c,Transit,2016,K2,5.06468,
3860,K2-8 c,Transit,2016,K2,5.0639064,
3861,K2-8 c,Transit,2016,K2,5.06408,
3862,K2-8 c,Transit,2016,K2,5.06347,
3863,K2-8 c,Transit,2016,K2,5.06416,
3864,K2-80 b,Transit,2016,K2,19.09995,
3865,K2-80 b,Transit,2016,K2,19.0918,
3866,K2-80 b,Transit,2016,K2,19.09995,
3867,K2-80 b,Transit,2016,K2,19.0918,
3868,K2-80 b,Transit,2016,K2,19.0912,
3869,K2-80 c,Transit,2016,K2,5.605309,
3870,K2-80 c,Transit,2016,K2,5.605,
3871,K2-80 c,Transit,2016,K2,5.605309,
3872,K2-80 c,Transit,2016,K2,5.605,
3873,K2-80 c,Transit,2016,K2,5.60473,
3874,K2-80 d,Transit,2018,K2,28.8819,
3875,K2-80 d,Transit,2018,K2,28.867253,
3876,K2-80 d,Transit,2018,K2,28.867253,
3877,K2-81 b,Transit,2016,K2,6.10241,
3878,K2-81 b,Transit,2016,K2,6.102325,
3879,K2-81 b,Transit,2016,K2,6.10224,
3880,K2-81 b,Transit,2016,K2,6.10099028,
3881,K2-81 b,Transit,2016,K2,6.1023,
3882,K2-81 b,Transit,2016,K2,6.10224,
3883,K2-83 b,Transit,2016,K2,2.747128,
3884,K2-83 b,Transit,2016,K2,2.74697,
3885,K2-83 b,Transit,2016,K2,2.747227,
3886,K2-83 b,Transit,2016,K2,2.74723,
3887,K2-83 b,Transit,2016,K2,2.74697,
3888,K2-83 c,Transit,2016,K2,9.99767,
3889,K2-83 c,Transit,2016,K2,9.99791,
3890,K2-83 c,Transit,2016,K2,10.00102551,
3891,K2-83 c,Transit,2016,K2,9.99767,
3892,K2-83 c,Transit,2016,K2,9.997442,
3893,K2-83 c,Transit,2016,K2,9.99744,
3894,K2-84 b,Transit,2016,K2,6.4215,
3895,K2-84 b,Transit,2016,K2,6.42149,
3896,K2-84 b,Transit,2016,K2,6.4215,
3897,K2-84 c,Transit,2016,K2,27.8522,
3898,K2-84 c,Transit,2016,K2,27.86,
3899,K2-84 c,Transit,2016,K2,27.86,
3900,K2-85 b,Transit,2016,K2,0.684541,
3901,K2-85 b,Transit,2016,K2,0.684575,
3902,K2-85 b,Transit,2016,K2,0.684553,
3903,K2-85 b,Transit,2016,K2,0.684533,
3904,K2-85 b,Transit,2016,K2,0.68456,
3905,K2-85 b,Transit,2016,K2,0.68458757,
3906,K2-85 b,Transit,2016,K2,0.684557,
3907,K2-85 b,Transit,2016,K2,0.684553,
3908,K2-85 b,Transit,2016,K2,0.684533,
3909,K2-86 b,Transit,2016,K2,8.77683,
3910,K2-86 b,Transit,2016,K2,8.77709,
3911,K2-86 b,Transit,2016,K2,8.775864,
3912,K2-86 b,Transit,2016,K2,8.77683,
3913,K2-86 b,Transit,2016,K2,8.775864,
3914,K2-87 b,Transit,2016,K2,9.72664,
3915,K2-87 b,Transit,2016,K2,9.726618,
3916,K2-87 b,Transit,2016,K2,9.72739,
3917,K2-87 b,Transit,2016,K2,9.72739,
3918,K2-88 b,Transit,2016,K2,4.6122,
3919,K2-88 b,Transit,2016,K2,4.61228,
3920,K2-88 b,Transit,2016,K2,4.61244,
3921,K2-88 b,Transit,2016,K2,4.61228,
3922,K2-88 b,Transit,2016,K2,4.6122,
3923,K2-89 b,Transit,2016,K2,1.09598,
3924,K2-89 b,Transit,2016,K2,1.096026,
3925,K2-89 b,Transit,2016,K2,1.095962,
3926,K2-89 b,Transit,2016,K2,1.095979,
3927,K2-89 b,Transit,2016,K2,1.096026,
3928,K2-9 b,Transit,2015,K2,18.44951,
3929,K2-9 b,Transit,2015,K2,18.44883,
3930,K2-9 b,Transit,2015,K2,18.4474,
3931,K2-9 b,Transit,2015,K2,18.4498,
3932,K2-9 b,Transit,2015,K2,18.4474,
3933,K2-9 b,Transit,2015,K2,18.448653,
3934,K2-9 b,Transit,2015,K2,18.44883,
3935,K2-90 b,Transit,2016,K2,13.7349,
3936,K2-90 b,Transit,2016,K2,13.73288,
3937,K2-90 b,Transit,2016,K2,13.734907,
3938,K2-90 b,Transit,2016,K2,13.7311,
3939,K2-90 b,Transit,2016,K2,13.71468745,
3940,K2-90 b,Transit,2016,K2,13.7311,
3941,K2-90 b,Transit,2016,K2,13.733314,
3942,K2-90 c,Transit,2016,K2,2.90032,
3943,K2-90 c,Transit,2016,K2,2.90032,
3944,K2-90 c,Transit,2016,K2,2.90022,
3945,K2-90 c,Transit,2016,K2,2.9007,
3946,K2-90 c,Transit,2016,K2,2.900706,
3947,K2-91 b,Transit,2016,K2,1.419549,
3948,K2-91 b,Transit,2016,K2,1.419549,
3949,K2-91 b,Transit,2016,K2,1.419604,
3950,K2-91 b,Transit,2016,K2,1.41929871,
3951,K2-91 b,Transit,2016,K2,1.4196,
3952,K2-91 b,Transit,2016,K2,1.419714,
3953,K2-95 b,Transit,2016,K2,10.135091,
3954,K2-95 b,Transit,2016,K2,10.13389,
3955,K2-95 b,Transit,2016,K2,10.135097,
3956,K2-95 b,Transit,2016,K2,10.134231,
3957,K2-95 b,Transit,2016,K2,10.134279,
3958,K2-95 b,Transit,2016,K2,10.13446,
3959,K2-95 b,Transit,2016,K2,10.1338,
3960,K2-95 b,Transit,2016,K2,10.134016,
3961,K2-97 b,Transit,2016,K2,8.406726,
3962,K2-97 b,Transit,2016,K2,8.4061,349.613
3963,K2-97 b,Transit,2016,K2,8.405276,
3964,K2-97 b,Transit,2016,K2,8.4061,152.5584
3965,K2-97 b,Transit,2016,K2,8.406,
3966,K2-97 b,Transit,2016,K2,8.405276,
3967,K2-97 b,Transit,2016,K2,8.406951,
3968,K2-97 b,Transit,2016,K2,,152.5584
3969,K2-97 b,Transit,2016,K2,8.40685,
3970,K2-98 b,Transit,2016,K2,10.136,
3971,K2-98 b,Transit,2016,K2,10.13675,32.2
3972,K2-98 b,Transit,2016,K2,10.136527,
3973,K2-98 b,Transit,2016,K2,10.136796,
3974,K2-98 b,Transit,2016,K2,10.136448,
3975,K2-98 b,Transit,2016,K2,10.136796,
3976,K2-98 b,Transit,2016,K2,10.13892836,
3977,K2-98 b,Transit,2016,K2,10.13682,
3978,K2-99 b,Transit,2016,K2,18.24841,
3979,K2-99 b,Transit,2016,K2,18.252213,
3980,K2-99 b,Transit,2016,K2,18.248708,
3981,K2-99 b,Transit,2016,K2,18.249,308.2951
3982,K2-99 b,Transit,2016,K2,18.251985,
3983,K2-99 b,Transit,2016,K2,18.25,
3984,K2-99 b,Transit,2016,K2,18.248708,
3985,KELT-1 b,Transit,2012,KELT,1.21749448,
3986,KELT-1 b,Transit,2012,KELT,1.217494,
3987,KELT-1 b,Transit,2012,KELT,1.217514,8654.15
3988,KELT-10 b,Transit,2016,KELT-South,4.1662739,215.80657
3989,KELT-11 b,Transit,2017,KELT-South,4.73626,70.55826
3990,KELT-11 b,Transit,2017,KELT-South,4.7361,54.34893
3991,KELT-11 b,Transit,2017,KELT-South,4.736529,61.97685
3992,KELT-12 b,Transit,2017,KELT-North,5.031623,301.9385
3993,KELT-14 b,Transit,2016,KELT-South,1.7100588,380.12468
3994,KELT-14 b,Transit,2016,KELT-South,1.7100566,408.09372
3995,KELT-15 b,Transit,2016,KELT-South,3.329441,289.2253
3996,KELT-15 b,Transit,2016,KELT-South,3.32944,416.3573
3997,KELT-16 b,Transit,2017,KELT,0.9689951,874.0325
3998,KELT-17 b,Transit,2016,KELT,3.0801716,416.3573
3999,KELT-18 b,Transit,2017,KELT-North,2.8717518,375.0394
4000,KELT-19 A b,Transit,2017,KELT,4.6117093,1293.5681
4001,KELT-2 A b,Transit,2012,KELT,4.1137912,483.717
4002,KELT-2 A b,Transit,2012,KELT,4.113791,485.32641
4003,KELT-2 A b,Transit,2012,KELT,4.11379,540.311
4004,KELT-20 b,Transit,2017,KELT-North,3.474119,5403.11
4005,KELT-20 b,Transit,2017,KELT-North,3.4741085,1074.90106
4006,KELT-21 b,Transit,2018,KELT-North,3.6127647,1242.7153
4007,KELT-23 A b,Transit,2019,KELT-North,2.255251,298.12454
4008,KELT-24 b,Transit,2019,KELT-North,5.5514926,1646.3594
4009,KELT-3 b,Transit,2013,KELT,2.70339,469.75274
4010,KELT-3 b,Transit,2013,KELT,2.70339,616.5902
4011,KELT-3 b,Transit,2013,KELT,2.7033904,469.415
4012,KELT-3 b,Transit,2013,KELT,2.703385,
4013,KELT-4 A b,Transit,2016,KELT,2.9895932,286.68266
4014,KELT-6 b,Transit,2014,KELT,7.845582,140.48086
