loc_rowid,pl_name,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse
25483,LTT 3780 b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.768448,2.62
25484,LTT 3780 b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.768418,
25485,LTT 3780 c,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.254218,
25486,LTT 3780 c,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2519,8.6
25487,LkCa 15 b,Imaging,2015,Large Binocular Telescope Observatory,,
25488,LkCa 15 c,Imaging,2015,Large Binocular Telescope Observatory,,
25489,Lupus-TR-3 b,Transit,2007,Multiple Observatories,3.91405,257.431
25490,MASCARA-1 b,Transit,2017,Multiple Observatories,2.14878,1175.971
25491,MASCARA-4 b,Transit,2020,Multiple Observatories,2.82406,985.273
25492,MOA-2007-BLG-192L b,Microlensing,2008,MOA,,3.3
25493,MOA-2007-BLG-400L b,Microlensing,2008,MOA,,260
25494,MOA-2007-BLG-400L b,Microlensing,2008,MOA,,260
25495,MOA-2008-BLG-310L b,Microlensing,2009,MOA,,23.4
25496,MOA-2008-BLG-310L b,Microlensing,2009,MOA,,74
25497,MOA-2008-BLG-310L b,Microlensing,2009,MOA,,23.4
25498,MOA-2008-BLG-310L b,Microlensing,2009,MOA,,74
25499,MOA-2008-BLG-379L b,Microlensing,2013,MOA,,1300
25500,MOA-2008-BLG-379L b,Microlensing,2013,MOA,,1300
25501,MOA-2009-BLG-266L b,Microlensing,2011,MOA,,10.4
25502,MOA-2009-BLG-266L b,Microlensing,2011,MOA,2774,10.4
25503,MOA-2009-BLG-319L b,Microlensing,2010,MOA,,50
25504,MOA-2009-BLG-387L b,Microlensing,2010,MOA,1982,830
25505,MOA-2009-BLG-387L b,Microlensing,2010,MOA,,830
25506,MOA-2010-BLG-073L b,Microlensing,2012,MOA,,3500
25507,MOA-2010-BLG-117L b,Microlensing,2018,MOA,,170
25508,MOA-2010-BLG-117L b,Microlensing,2018,MOA,,170
25509,MOA-2010-BLG-328L b,Microlensing,2013,MOA,,15.2
25510,MOA-2010-BLG-328L b,Microlensing,2013,MOA,,109
25511,MOA-2010-BLG-328L b,Microlensing,2013,MOA,,9.2
25512,MOA-2010-BLG-353L b,Microlensing,2015,MOA,,73
25513,MOA-2010-BLG-353L b,Microlensing,2015,MOA,,86
25514,MOA-2010-BLG-477L b,Microlensing,2012,MOA,,480
25515,MOA-2010-BLG-477L b,Microlensing,2012,MOA,,480
25516,MOA-2011-BLG-028L b,Microlensing,2016,MOA,,30
25517,MOA-2011-BLG-028L b,Microlensing,2016,MOA,,30
25518,MOA-2011-BLG-262L b,Microlensing,2014,MOA,,
25519,MOA-2011-BLG-262L b,Microlensing,2014,MOA,,0.47
25520,MOA-2011-BLG-262L b,Microlensing,2014,MOA,,
25521,MOA-2011-BLG-262L b,Microlensing,2014,MOA,,17
25522,MOA-2011-BLG-291L b,Microlensing,2018,MOA,,18
25523,MOA-2011-BLG-291L b,Microlensing,2018,MOA,,18
25524,MOA-2011-BLG-291L b,Microlensing,2018,MOA,,27
25525,MOA-2011-BLG-291L b,Microlensing,2018,MOA,,16
25526,MOA-2011-BLG-291L b,Microlensing,2018,MOA,,13
25527,MOA-2011-BLG-293L b,Microlensing,2012,MOA,,1500
25528,MOA-2011-BLG-293L b,Microlensing,2012,MOA,2920,760
25529,MOA-2011-BLG-293L b,Microlensing,2012,MOA,,760
25530,MOA-2011-BLG-293L b,Microlensing,2012,MOA,,760
25531,MOA-2011-BLG-293L b,Microlensing,2012,MOA,547.5,760
25532,MOA-2011-BLG-322L b,Microlensing,2013,MOA,,3690
25533,MOA-2012-BLG-006L b,Microlensing,2017,Multiple Observatories,,2700
25534,MOA-2012-BLG-505L b,Microlensing,2017,MOA,,6.7
25535,MOA-2012-BLG-505L b,Microlensing,2017,MOA,,6.7
25536,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,3.24
25537,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,3.23
25538,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,20.58
25539,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,7.47
25540,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,8.28
25541,MOA-2013-BLG-605L b,Microlensing,2016,MOA,,21.77
25542,MOA-2015-BLG-337L b,Microlensing,2018,MOA,,5720
25543,MOA-2015-BLG-337L b,Microlensing,2018,MOA,,33.7
25544,MOA-2015-BLG-337L b,Microlensing,2018,MOA,,5720
25545,MOA-2015-BLG-337L b,Microlensing,2018,MOA,,33.7
25546,MOA-2016-BLG-227L b,Microlensing,2017,MOA,,1700
25547,MOA-2016-BLG-227L b,Microlensing,2017,MOA,,890
25548,MOA-2016-BLG-227L b,Microlensing,2017,MOA,,1300
25549,MOA-2016-BLG-227L b,Microlensing,2017,MOA,,1500
25550,MOA-2016-BLG-319L b,Microlensing,2018,MOA,,200
25551,MOA-2016-BLG-319L b,Microlensing,2018,MOA,,210
25552,MOA-bin-1L b,Microlensing,2012,MOA,,1200
25553,MOA-bin-29 b,Microlensing,2019,MOA,,150
25554,MOA-bin-29 b,Microlensing,2019,MOA,,180
25555,MOA-bin-29 b,Microlensing,2019,MOA,,190
25556,MOA-bin-29 b,Microlensing,2019,MOA,,200
25557,MOA-bin-29 b,Microlensing,2019,MOA,,180
25558,MOA-bin-29 b,Microlensing,2019,MOA,,200
25559,MXB 1658-298 b,Eclipse Timing Variations,2017,Multiple Observatories,760,7532.571
25560,NGC 2682 Sand 364 b,Radial Velocity,2014,Multiple Observatories,120.951,498.9931
25561,NGC 2682 Sand 364 b,Radial Velocity,2014,Multiple Observatories,121.71,2126.2827
25562,NGC 2682 Sand 364 b,Radial Velocity,2014,Multiple Observatories,121.71,489.44
25563,NGC 2682 Sand 978 b,Radial Velocity,2017,Multiple Observatories,511.21,692.8694
25564,NGC 2682 YBP 1194 b,Radial Velocity,2014,Multiple Observatories,6.959,101.7056
25565,NGC 2682 YBP 1194 b,Radial Velocity,2014,Multiple Observatories,6.96,104.8839
25566,NGC 2682 YBP 1194 b,Radial Velocity,2014,Multiple Observatories,6.958,108.06
25567,NGC 2682 YBP 1514 b,Radial Velocity,2014,Multiple Observatories,5.118,127.13
25568,NGC 2682 YBP 1514 b,Radial Velocity,2014,Multiple Observatories,5.118,127.132
25569,NGC 2682 YBP 1514 b,Radial Velocity,2014,Multiple Observatories,5.118,127.132
25570,NGC 2682 YBP 401 b,Radial Velocity,2016,La Silla Observatory,4.087,146.2018
25571,NGC 2682 YBP 401 b,Radial Velocity,2016,La Silla Observatory,4.087,133.4886
25572,NGTS-1 b,Transit,2017,Paranal Observatory,2.647298,258.07796
25573,NGTS-10 b,Transit,2020,Paranal Observatory,0.7668944,687.14846
25574,NGTS-11 b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),35.45533,109.33352
25575,NGTS-11 b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),,
25576,NGTS-2 b,Transit,2018,Paranal Observatory,4.511164,235.1942
25577,NGTS-3 A b,Transit,2018,Paranal Observatory,1.6753728,756.4354
25578,NGTS-4 b,Transit,2019,Paranal Observatory,1.3373508,20.6
25579,NGTS-5 b,Transit,2019,Paranal Observatory,3.3569866,72.78307
25580,NGTS-6 b,Transit,2019,Paranal Observatory,0.882059,425.57437
25581,NGTS-8 b,Transit,2019,Paranal Observatory,2.4997,295.5819
25582,NGTS-9 b,Transit,2019,Paranal Observatory,4.43527,921.707
25583,NN Ser c,Eclipse Timing Variations,2010,Multiple Observatories,5660,2196.11
25584,NN Ser c,Eclipse Timing Variations,2010,Multiple Observatories,5573.55,2329.6
25585,NN Ser d,Eclipse Timing Variations,2010,Multiple Observatories,2883.5,731
25586,NN Ser d,Eclipse Timing Variations,2010,Multiple Observatories,2830,724.622
25587,NSVS 14256825 b,Eclipse Timing Variations,2019,Multiple Observatories,3225,4497.2945
25588,NY Vir b,Eclipse Timing Variations,2011,Multiple Observatories,3160,845.4278
25589,NY Vir b,Eclipse Timing Variations,2011,Multiple Observatories,2985.7,883.53
25590,NY Vir b,Eclipse Timing Variations,2011,Multiple Observatories,2900,730.978
25591,NY Vir c,Eclipse Timing Variations,2019,Winer Observatory,8799,1760.7782
25592,OGLE-2003-BLG-235L b,Microlensing,2004,OGLE,,480
25593,OGLE-2003-BLG-235L b,Microlensing,2004,OGLE,,830
25594,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,1200
25595,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,1200
25596,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,
25597,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,
25598,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,1100
25599,OGLE-2005-BLG-071L b,Microlensing,2005,OGLE,,1100
25600,OGLE-2005-BLG-169L b,Microlensing,2006,OGLE,,13.2
25601,OGLE-2005-BLG-169L b,Microlensing,2006,OGLE,,13
25602,OGLE-2005-BLG-169L b,Microlensing,2006,OGLE,,14.1
25603,OGLE-2005-BLG-390L b,Microlensing,2005,OGLE,3285,5.5
25604,OGLE-2006-BLG-109L b,Microlensing,2008,OGLE,1788.5,231
25605,OGLE-2006-BLG-109L b,Microlensing,2008,OGLE,,230
25606,OGLE-2006-BLG-109L c,Microlensing,2008,OGLE,,86
25607,OGLE-2006-BLG-109L c,Microlensing,2008,OGLE,4927.5,86
25608,OGLE-2007-BLG-349L AB c,Microlensing,2016,OGLE,2557,80
25609,OGLE-2007-BLG-368L b,Microlensing,2009,OGLE,,20
25610,OGLE-2008-BLG-092L b,Microlensing,2014,OGLE,,57
25611,OGLE-2008-BLG-355L b,Microlensing,2014,OGLE,,1500
25612,OGLE-2011-BLG-0173L b,Microlensing,2018,OGLE,,2200
25613,OGLE-2011-BLG-0173L b,Microlensing,2018,OGLE,,57
25614,OGLE-2011-BLG-0173L b,Microlensing,2018,OGLE,,2100
25615,OGLE-2011-BLG-0173L b,Microlensing,2018,OGLE,,
25616,OGLE-2011-BLG-0173L b,Microlensing,2018,OGLE,,60
25617,OGLE-2011-BLG-0251L b,Microlensing,2012,OGLE,,170
25618,OGLE-2011-BLG-0251L b,Microlensing,2012,OGLE,,140
25619,OGLE-2011-BLG-0265L b,Microlensing,2015,OGLE,,280
25620,OGLE-2011-BLG-0265L b,Microlensing,2015,OGLE,,180
25621,OGLE-2012-BLG-0026L b,Microlensing,2012,OGLE,,46.1
25622,OGLE-2012-BLG-0026L b,Microlensing,2012,OGLE,,35
25623,OGLE-2012-BLG-0026L c,Microlensing,2012,OGLE,,270
25624,OGLE-2012-BLG-0026L c,Microlensing,2012,OGLE,,220
25625,OGLE-2012-BLG-0358L b,Microlensing,2013,OGLE,,601
25626,OGLE-2012-BLG-0358L b,Microlensing,2013,OGLE,,588
25627,OGLE-2012-BLG-0358L b,Microlensing,2013,OGLE,,578
25628,OGLE-2012-BLG-0406L b,Microlensing,2013,OGLE,,
25629,OGLE-2012-BLG-0406L b,Microlensing,2013,OGLE,,868
25630,OGLE-2012-BLG-0406L b,Microlensing,2013,OGLE,,1200
25631,OGLE-2012-BLG-0406L b,Microlensing,2013,OGLE,,830
25632,OGLE-2012-BLG-0563L b,Microlensing,2015,OGLE,,120
25633,OGLE-2012-BLG-0563L b,Microlensing,2015,OGLE,,123
25634,OGLE-2012-BLG-0724L b,Microlensing,2016,OGLE,,150
25635,OGLE-2012-BLG-0724L b,Microlensing,2016,OGLE,,150
25636,OGLE-2012-BLG-0838L b,Microlensing,2020,OGLE,,53.1
25637,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,41
25638,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,31
25639,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,24
25640,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,21
25641,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,34
25642,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,34
25643,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,35
25644,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,39
25645,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,36
25646,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,30
25647,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,25
25648,OGLE-2012-BLG-0950L b,Microlensing,2016,OGLE,,20
25649,OGLE-2013-BLG-0102L b,Microlensing,2014,OGLE,,4400
25650,OGLE-2013-BLG-0102L b,Microlensing,2014,OGLE,,4100
25651,OGLE-2013-BLG-0132L b,Microlensing,2017,OGLE,,92
25652,OGLE-2013-BLG-0341L B b,Microlensing,2014,OGLE,,1.66
25653,OGLE-2013-BLG-0341L B b,Microlensing,2014,OGLE,,2.32
25654,OGLE-2013-BLG-0341L B b,Microlensing,2014,OGLE,,
25655,OGLE-2013-BLG-0341L B b,Microlensing,2014,OGLE,,
25656,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,
25657,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,
25658,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,3020
25659,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,
25660,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,
25661,OGLE-2013-BLG-0911L b,Microlensing,2019,OGLE,,3150
25662,OGLE-2013-BLG-1721L b,Microlensing,2017,OGLE,,200
25663,OGLE-2013-BLG-1761L b,Microlensing,2018,OGLE,,860
25664,OGLE-2013-BLG-1761L b,Microlensing,2018,OGLE,,860
25665,OGLE-2014-BLG-0124L b,Microlensing,2015,OGLE,,160
25666,OGLE-2014-BLG-0124L b,Microlensing,2015,OGLE,,150
25667,OGLE-2014-BLG-0676L b,Microlensing,2016,OGLE,,982
25668,OGLE-2014-BLG-0676L b,Microlensing,2016,OGLE,,
25669,OGLE-2014-BLG-1722L b,Microlensing,2018,OGLE,,55
25670,OGLE-2014-BLG-1722L b,Microlensing,2018,OGLE,,
25671,OGLE-2014-BLG-1722L b,Microlensing,2018,OGLE,,55.3
25672,OGLE-2014-BLG-1722L c,Microlensing,2018,OGLE,,83.7
25673,OGLE-2014-BLG-1722L c,Microlensing,2018,OGLE,,83.3
25674,OGLE-2014-BLG-1760L b,Microlensing,2016,OGLE,,180
25675,OGLE-2015-BLG-0051L b,Microlensing,2016,OGLE,,230
25676,OGLE-2015-BLG-0954L b,Microlensing,2016,KMTNet,,1200
25677,OGLE-2015-BLG-0954L b,Microlensing,2016,KMTNet,,1100
25678,OGLE-2015-BLG-0954L b,Microlensing,2016,KMTNet,,1100
25679,OGLE-2015-BLG-0954L b,Microlensing,2016,KMTNet,,1200
25680,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25681,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25682,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25683,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25684,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25685,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25686,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25687,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25688,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25689,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25690,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25691,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25692,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25693,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25694,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25695,OGLE-2015-BLG-0966L b,Microlensing,2016,OGLE,,21
25696,OGLE-2015-BLG-1649L b,Microlensing,2019,OGLE,,807
25697,OGLE-2015-BLG-1670L b,Microlensing,2019,OGLE,,
25698,OGLE-2015-BLG-1670L b,Microlensing,2019,OGLE,,
25699,OGLE-2015-BLG-1670L b,Microlensing,2019,OGLE,,17.9
25700,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,740.9
25701,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,837.2
25702,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,136
25703,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,127
25704,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,126
25705,OGLE-2015-BLG-1771L b,Microlensing,2020,OGLE,,138
25706,OGLE-2016-BLG-0263L b,Microlensing,2017,OGLE,,1300
25707,OGLE-2016-BLG-0263L b,Microlensing,2017,OGLE,,1300
25708,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,871
25709,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,372
25710,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,874
25711,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,957
25712,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,1330
25713,OGLE-2016-BLG-0613L AB b,Microlensing,2017,OGLE,,1400
25714,OGLE-2016-BLG-1067L b,Microlensing,2019,OGLE,,140
25715,OGLE-2016-BLG-1067L b,Microlensing,2019,OGLE,,140
25716,OGLE-2016-BLG-1067L b,Microlensing,2019,OGLE,,140
25717,OGLE-2016-BLG-1190L b,Microlensing,2017,OGLE,1224,4253
25718,OGLE-2016-BLG-1190L b,Microlensing,2017,OGLE,,4253
25719,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25720,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,5.1
25721,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25722,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25723,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25724,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25725,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25726,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25727,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,5.1
25728,OGLE-2016-BLG-1195L b,Microlensing,2017,OGLE,,1.43
25729,OGLE-2016-BLG-1227L b,Microlensing,2020,OGLE,,250
25730,OGLE-2016-BLG-1227L b,Microlensing,2020,OGLE,,
25731,OGLE-2016-BLG-1227L b,Microlensing,2020,OGLE,,1580
25732,OGLE-2017-BLG-0173L b,Microlensing,2018,OGLE,,3.269
25733,OGLE-2017-BLG-0173L b,Microlensing,2018,OGLE,,7.581
25734,OGLE-2017-BLG-0173L b,Microlensing,2018,OGLE,,8.95
25735,OGLE-2017-BLG-0373L b,Microlensing,2018,OGLE,,60.1
25736,OGLE-2017-BLG-0373L b,Microlensing,2018,OGLE,,127
25737,OGLE-2017-BLG-0406L b,Microlensing,2020,OGLE,,130
25738,OGLE-2017-BLG-0406L b,Microlensing,2020,OGLE,,
25739,OGLE-2017-BLG-0482L b,Microlensing,2018,OGLE,,9
25740,OGLE-2017-BLG-0482L b,Microlensing,2018,OGLE,,9
25741,OGLE-2017-BLG-1140L b,Microlensing,2018,OGLE,,515
25742,OGLE-2017-BLG-1140L b,Microlensing,2018,OGLE,,505
25743,OGLE-2017-BLG-1434L b,Microlensing,2018,OGLE,,4.5
25744,OGLE-2017-BLG-1434L b,Microlensing,2018,OGLE,,
25745,OGLE-2017-BLG-1434L b,Microlensing,2018,OGLE,,
25746,OGLE-2017-BLG-1434L b,Microlensing,2018,OGLE,,
25747,OGLE-2017-BLG-1522L b,Microlensing,2018,OGLE,,240
25748,OGLE-2018-BLG-0596L b,Microlensing,2019,OGLE,,1.19
25749,OGLE-2018-BLG-0596L b,Microlensing,2019,OGLE,,13.93
25750,OGLE-2018-BLG-0596L b,Microlensing,2019,OGLE,,14.69
25751,OGLE-2018-BLG-0596L b,Microlensing,2019,OGLE,,1.3
25752,OGLE-2018-BLG-0677L b,Microlensing,2020,OGLE,,3.96
25753,OGLE-2018-BLG-0677L b,Microlensing,2020,OGLE,,3.96
25754,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,,350
25755,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,,1200
25756,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,5480,1500
25757,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,,1200
25758,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,,350
25759,OGLE-2018-BLG-0740L b,Microlensing,2019,OGLE,,1400
25760,OGLE-2018-BLG-1011L b,Microlensing,2019,OGLE,,570
25761,OGLE-2018-BLG-1011L b,Microlensing,2019,OGLE,,570
25762,OGLE-2018-BLG-1011L b,Microlensing,2019,OGLE,,570
25763,OGLE-2018-BLG-1011L b,Microlensing,2019,OGLE,,570
25764,OGLE-2018-BLG-1011L c,Microlensing,2019,OGLE,,890
25765,OGLE-2018-BLG-1011L c,Microlensing,2019,OGLE,,890
25766,OGLE-2018-BLG-1011L c,Microlensing,2019,OGLE,,890
25767,OGLE-2018-BLG-1011L c,Microlensing,2019,OGLE,,890
25768,OGLE-2018-BLG-1700L b,Microlensing,2020,OGLE,,1400
25769,OGLE-2018-BLG-1700L b,Microlensing,2020,OGLE,,1400
25770,OGLE-TR-10 b,Transit,2004,OGLE,3.1014,209.7678
25771,OGLE-TR-10 b,Transit,2004,OGLE,3.101278,197.046
25772,OGLE-TR-10 b,Transit,2004,OGLE,,200.2329
25773,OGLE-TR-10 b,Transit,2004,OGLE,3.101278,216.1244
25774,OGLE-TR-10 b,Transit,2004,OGLE,3.101278,359.1479
25775,OGLE-TR-10 b,Transit,2004,OGLE,3.10129,193.8763
25776,OGLE-TR-10 b,Transit,2004,OGLE,3.101278,
25777,OGLE-TR-10 b,Transit,2004,OGLE,3.101386,181.1631
25778,OGLE-TR-111 b,Transit,2004,OGLE,4.0144477,
25779,OGLE-TR-111 b,Transit,2004,OGLE,4.014454,
25780,OGLE-TR-111 b,Transit,2004,OGLE,4.0144463,
25781,OGLE-TR-111 b,Transit,2004,OGLE,4.0161,168.4499
25782,OGLE-TR-111 b,Transit,2004,OGLE,,
25783,OGLE-TR-111 b,Transit,2004,OGLE,4.0144477,247.9074
25784,OGLE-TR-111 b,Transit,2004,OGLE,4.014484,168.4499
25785,OGLE-TR-111 b,Transit,2004,OGLE,4.0144477,174.8065
25786,OGLE-TR-111 b,Transit,2004,OGLE,,165.2716
25787,OGLE-TR-111 b,Transit,2004,OGLE,4.0161,174.799
25788,OGLE-TR-111 b,Transit,2004,OGLE,4.0144479,171.6282
25789,OGLE-TR-111 b,Transit,2004,OGLE,4.0144479,165.2716
25790,OGLE-TR-113 b,Transit,2004,OGLE,1.4324757,419.5356
25791,OGLE-TR-113 b,Transit,2004,OGLE,1.43247425,432.2488
25792,OGLE-TR-113 b,Transit,2004,OGLE,1.4324752,400.449
25793,OGLE-TR-113 b,Transit,2004,OGLE,1.4325,429.0705
25794,OGLE-TR-113 b,Transit,2004,OGLE,1.4324758,
25795,OGLE-TR-113 b,Transit,2004,OGLE,1.4324758,343.2564
25796,OGLE-TR-113 b,Transit,2004,OGLE,1.4324757,394.1092
25797,OGLE-TR-113 b,Transit,2004,OGLE,1.43247506,
25798,OGLE-TR-113 b,Transit,2004,OGLE,1.43247425,390.9309
25799,OGLE-TR-113 b,Transit,2004,OGLE,1.4324772,
25800,OGLE-TR-132 b,Transit,2004,OGLE,1.68986531,371.8611
25801,OGLE-TR-132 b,Transit,2004,OGLE,1.68986531,858.141
25802,OGLE-TR-132 b,Transit,2004,OGLE,1.689857,378.2
25803,OGLE-TR-132 b,Transit,2004,OGLE,1.68965,320.99
25804,OGLE-TR-132 b,Transit,2004,OGLE,1.689868,375.02
25805,OGLE-TR-132 b,Transit,2004,OGLE,1.689868,371.8611
25806,OGLE-TR-132 b,Transit,2004,OGLE,1.689868,362.3262
25807,OGLE-TR-182 b,Transit,2007,OGLE,3.9791,320.995
25808,OGLE-TR-182 b,Transit,2007,OGLE,3.9791,336.8998
25809,OGLE-TR-182 b,Transit,2007,OGLE,3.9791,340.0781
25810,OGLE-TR-211 b,Transit,2007,OGLE,3.67724,238.3725
25811,OGLE-TR-211 b,Transit,2007,OGLE,3.67724,327.351
25812,OGLE-TR-211 b,Transit,2007,OGLE,3.67724,216.1244
25813,OGLE-TR-56 b,Transit,2002,OGLE,1.211909,413.179
25814,OGLE-TR-56 b,Transit,2002,OGLE,1.2119,286.047
25815,OGLE-TR-56 b,Transit,2002,OGLE,1.21191096,441.765
25816,OGLE-TR-56 b,Transit,2002,OGLE,,394.1092
25817,OGLE-TR-56 b,Transit,2002,OGLE,1.2119189,375.0394
25818,OGLE-TR-56 b,Transit,2002,OGLE,1.21191096,1048.839
25819,OGLE-TR-56 b,Transit,2002,OGLE,1.21191096,448.1403
25820,OGLE-TR-56 b,Transit,2002,OGLE,1.2119189,441.77
25821,OGLE-TR-56 b,Transit,2002,OGLE,1.211909,410.0007
25822,OGLE2-TR-L9 b,Transit,2008,OGLE,2.485533,1379.3822
25823,OGLE2-TR-L9 b,Transit,2008,OGLE,2.4855335,1430.175
25824,OGLE2-TR-L9 b,Transit,2008,OGLE,2.48553417,1398.452
25825,Oph 11 b,Imaging,2006,Gemini Observatory,,6674.43
25826,Oph 11 b,Imaging,2006,Gemini Observatory,7300000,4449.62
25827,PDS 70 b,Imaging,2018,Paranal Observatory,,
25828,PDS 70 b,Imaging,2018,Paranal Observatory,,
25829,PDS 70 b,Imaging,2018,Paranal Observatory,,953.49
25830,PDS 70 b,Imaging,2018,Paranal Observatory,43500,2542.64
25831,PDS 70 c,Imaging,2019,European Southern Observatory,,3333.87385
25832,PDS 70 c,Imaging,2019,European Southern Observatory,,635.66
25833,PH1 b,Transit,2012,Kepler,138.317,169
25834,PH2 b,Transit,2013,Kepler,282.5254856,
25835,PH2 b,Transit,2013,Kepler,282.5254856,
25836,PH2 b,Transit,2013,Kepler,282.5254595,
25837,PH2 b,Transit,2013,Kepler,282.5254368,
25838,PH2 b,Transit,2013,Kepler,282.5254856,
25839,PH2 b,Transit,2013,Kepler,282.5253558,
25840,PH2 b,Transit,2013,Kepler,282.525517,
25841,PH2 b,Transit,2013,Kepler,282.5255,
25842,PH2 b,Transit,2013,Kepler,282.5254856,
25843,PH2 b,Transit,2013,Kepler,,
25844,PH2 b,Transit,2013,Kepler,282.525,25426.4
