|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J1910.2+0904c|19 10 12.8|+09 04 32|    2.9358e-09|          3.8450e-10|               10.8214|PowerLaw        |                   |                            |           036|
|4FGL J1910.7-5320 |19 10 47.7|-53 20 19|    4.3349e-10|          4.9368e-11|               12.2176|LogParabola     |3FGL J1911.1-5318  |                            |           000|
|4FGL J1910.8+6300 |19 10 51.7|+63 00 06|    1.1381e-10|          2.5275e-11|                5.7513|PowerLaw        |                   |                            |           000|
|4FGL J1911.1-3221 |19 11 08.4|-32 21 41|    1.9374e-10|          4.2651e-11|                4.5395|PowerLaw        |                   |                            |           004|
|4FGL J1911.3+1055 |19 11 23.5|+10 55 19|    7.6537e-10|          1.6050e-10|                4.3240|PowerLaw        |                   |                            |           264|
|4FGL J1911.4-4856 |19 11 28.9|-48 56 47|    3.3866e-10|          5.0146e-11|                7.9749|LogParabola     |                   |                            |           000|
|4FGL J1911.8+1447 |19 11 52.8|+14 47 46|    3.8277e-10|          9.7335e-11|                5.4638|PowerLaw        |                   |                            |           000|
|4FGL J1912.0+0927 |19 12 03.9|+09 27 46|    2.1434e-09|          3.1408e-10|                7.0104|LogParabola     |                   |                            |           028|
|4FGL J1912.2-3636 |19 12 14.5|-36 36 50|    3.1765e-10|          6.8795e-11|                4.3235|PowerLaw        |                   |                            |           016|
|4FGL J1912.2+3621 |19 12 17.6|+36 21 04|    2.1722e-10|          4.8524e-11|                4.4276|LogParabola     |                   |                            |           000|
|4FGL J1912.5+1320 |19 12 31.7|+13 20 56|    1.0699e-09|          1.5705e-10|                7.7511|LogParabola     |                   |                            |           000|
|4FGL J1912.7+4610 |19 12 42.6|+46 10 45|    3.8202e-10|          4.7357e-11|               10.4826|LogParabola     |3FGL J1912.7+4610  |                            |           000|
|4FGL J1912.7+0957 |19 12 44.4|+09 57 15|    2.6655e-09|          3.1829e-10|                8.6449|LogParabola     |                   |                            |           016|
|4FGL J1913.4-1526 |19 13 24.4|-15 26 59|    5.9292e-10|          7.0183e-11|               10.9207|LogParabola     |                   |                            |           000|
|4FGL J1913.4-2652 |19 13 25.5|-26 52 37|    1.5059e-10|          4.8271e-11|                5.6158|LogParabola     |                   |                            |          2049|
|4FGL J1913.5-0923 |19 13 30.2|-09 23 24|    2.5117e-10|          5.8179e-11|                4.1391|PowerLaw        |                   |                            |           000|
|4FGL J1914.6-1157 |19 14 39.7|-11 57 06|    4.9984e-10|          7.8432e-11|                7.6632|LogParabola     |                   |                            |           016|
|4FGL J1914.7+1012c|19 14 43.2|+10 12 53|    1.8495e-09|          2.6135e-10|                6.9474|LogParabola     |                   |                            |           056|
|4FGL J1916.8-3025 |19 16 53.7|-30 25 29|    1.0305e-09|          7.4298e-11|               20.3748|LogParabola     |3FGL J1917.1-3024  |                            |           000|
|4FGL J1917.6+2609 |19 17 36.1|+26 09 19|    2.1839e-10|          5.2316e-11|                4.2165|PowerLaw        |                   |                            |           012|
|4FGL J1917.6-3204 |19 17 40.9|-32 04 16|    3.0159e-10|          4.7101e-11|                7.3331|PowerLaw        |                   |                            |           000|
|4FGL J1918.6-7813c|19 18 39.5|-78 13 54|    1.6087e-10|          3.9185e-11|                4.6470|PowerLaw        |3FGL J1925.8-7826  |                            |           292|
|4FGL J1919.4+1313 |19 19 29.4|+13 13 42|    1.6109e-09|          2.6520e-10|                7.7620|LogParabola     |                   |                            |           017|
|4FGL J1920.0-2622 |19 20 05.5|-26 22 39|    4.9245e-10|          6.1509e-11|               10.2243|LogParabola     |                   |                            |           000|
|4FGL J1920.7+1334 |19 20 44.8|+13 34 12|    1.4962e-09|          2.5457e-10|                5.8047|LogParabola     |                   |                            |          2072|
|4FGL J1922.4+1453c|19 22 29.4|+14 53 24|    1.7832e-09|          2.7111e-10|                6.2465|LogParabola     |                   |                            |           056|
|4FGL J1922.5-5233 |19 22 33.3|-52 33 29|    2.5489e-10|          3.7786e-11|                8.2227|PowerLaw        |                   |                            |           002|
|4FGL J1922.7+1428c|19 22 47.8|+14 28 21|    3.6464e-09|          4.4896e-10|                7.8447|LogParabola     |                   |                            |           052|
|4FGL J1924.3+1601c|19 24 22.3|+16 01 48|    9.3543e-10|          1.9827e-10|                4.4676|PowerLaw        |                   |                            |           056|
|4FGL J1924.3+1628 |19 24 23.0|+16 28 58|    2.5214e-10|          1.1169e-10|                4.1996|PowerLaw        |                   |                            |           000|
|4FGL J1924.8-1035 |19 24 49.3|-10 35 27|    1.1270e-09|          1.0749e-10|               14.0533|LogParabola     |3FGL J1924.8-1034  |                            |           000|
|4FGL J1925.3+1522c|19 25 20.3|+15 22 12|    1.7072e-09|          2.2812e-10|                7.5731|LogParabola     |                   |                            |           056|
|4FGL J1925.4+1616 |19 25 26.7|+16 16 33|    2.5134e-09|          2.4729e-10|               12.9143|PowerLaw        |                   |                            |           000|
|4FGL J1926.4+1602 |19 26 29.9|+16 02 17|    2.3214e-09|          2.6166e-10|                9.9049|LogParabola     |1FGL J1926.1+1601c |                            |           020|
|4FGL J1927.4+0253 |19 27 29.4|+02 53 02|    4.5567e-10|          8.5410e-11|                6.6805|LogParabola     |                   |                            |           001|
|4FGL J1929.0+1729 |19 29 01.4|+17 29 25|    3.3132e-09|          2.4795e-10|               14.7979|LogParabola     |                   |                            |           000|
|4FGL J1931.0+1754c|19 31 02.3|+17 54 57|    7.9693e-10|          1.6947e-10|                4.2659|PowerLaw        |                   |                            |           056|
|4FGL J1931.1+1656 |19 31 08.3|+16 56 38|    3.3055e-09|          2.2688e-10|               17.2820|LogParabola     |3FGL J1931.1+1659  |                            |           004|
|4FGL J1933.4-2711 |19 33 27.6|-27 11 56|    2.1957e-10|          4.3912e-11|                5.8274|PowerLaw        |                   |                            |           004|
|4FGL J1934.2-1446 |19 34 13.3|-14 46 43|    2.9520e-10|          6.3726e-11|                6.1778|LogParabola     |                   |                            |          2048|
|4FGL J1934.2+1036 |19 34 16.2|+10 36 02|    3.1949e-10|          6.7449e-11|                4.8847|PowerLaw        |                   |                            |           008|
|4FGL J1935.0-0553 |19 35 02.2|-05 53 57|    2.5383e-10|          5.5022e-11|                4.8424|PowerLaw        |                   |                            |           000|
|4FGL J1936.6+1921 |19 36 39.0|+19 21 14|    7.5476e-10|          1.2561e-10|                5.8213|PowerLaw        |                   |                            |           024|
|4FGL J1937.1-0444 |19 37 08.4|-04 44 41|    2.0973e-10|          5.2202e-11|                3.7505|PowerLaw        |                   |                            |          4096|
|4FGL J1939.7-1242 |19 39 44.5|-12 42 45|    1.9109e-10|          4.5280e-11|                4.6117|PowerLaw        |                   |                            |           000|
|4FGL J1940.2-2511 |19 40 13.4|-25 11 12|    5.2802e-10|          5.8191e-11|               12.1101|LogParabola     |                   |                            |           004|
|4FGL J1943.9+2841 |19 43 55.3|+28 41 45|    5.5476e-10|          9.5736e-11|                6.2377|LogParabola     |                   |                            |           009|
|4FGL J1944.8+4301 |19 44 48.0|+43 01 41|    3.6172e-10|          5.4807e-11|               10.5121|LogParabola     |3FGL J1944.8+4300  |                            |           000|
|4FGL J1946.5-1527 |19 46 30.7|-15 27 55|    4.2526e-10|          6.2218e-11|                8.3446|LogParabola     |                   |                            |           004|
|4FGL J1947.0+0031 |19 47 01.5|+00 31 13|    3.4428e-10|          6.2591e-11|                7.3181|LogParabola     |                   |                            |           000|
|4FGL J1947.1+1729 |19 47 06.0|+17 29 12|    2.6479e-10|          5.6416e-11|                5.0331|PowerLaw        |                   |                            |           000|
|4FGL J1947.6-1121 |19 47 39.9|-11 21 55|    4.9222e-10|          6.2231e-11|               10.0218|LogParabola     |3FGL J1947.4-1121  |                            |           000|
|4FGL J1948.0-2845 |19 48 04.7|-28 45 11|    1.5629e-10|          4.2634e-11|                3.6169|PowerLaw        |                   |                            |          4096|
|4FGL J1948.1+2511 |19 48 07.0|+25 11 08|    9.7146e-10|          1.6990e-10|                5.4646|LogParabola     |                   |                            |          2072|
|4FGL J1948.9+3414 |19 48 54.3|+34 14 23|    6.1387e-10|          8.4149e-11|                8.8589|LogParabola     |                   |                            |           000|
|4FGL J1949.2-1453 |19 49 15.9|-14 53 54|    5.2856e-10|          6.4692e-11|               10.2375|LogParabola     |3FGL J1949.5-1454  |                            |           000|
|4FGL J1950.6+2416 |19 50 38.4|+24 16 51|    9.6494e-10|          1.4536e-10|                7.0143|LogParabola     |                   |                            |           008|
|4FGL J1951.0+2523 |19 51 04.5|+25 23 38|    1.1250e-09|          1.6028e-10|                6.9947|LogParabola     |                   |                            |           009|
|4FGL J1951.3-8015c|19 51 21.0|-80 15 22|    2.2581e-10|          4.1867e-11|                6.1089|PowerLaw        |                   |                            |           032|
|4FGL J1951.6+2621 |19 51 39.4|+26 21 13|    1.2490e-09|          1.5248e-10|                8.7801|LogParabola     |                   |                            |           004|
|4FGL J1953.5+3841 |19 53 32.4|+38 41 17|    5.8717e-10|          6.4432e-11|               11.1131|PowerLaw        |3FGL J1953.3+3847  |                            |           000|
