|name              |ra        |dec      |flux_1_100_gev|flux_1_100_gev_error|detection_significance|spectrum_type   |alt_gammaray_name_1|assoc_name                  |analysis_flags|
|4FGL J1701.0-2617 |17 01 01.6|-26 17 16|    3.8015e-10|          5.9423e-11|                7.1044|PowerLaw        |                   |PKS 1657-261                |           002|
|4FGL J1240.4-2606 |12 40 26.6|-26 06 56|    2.3233e-10|          3.9994e-11|                6.7945|PowerLaw        |                   |PMN J1240-2608              |           000|
|4FGL J0316.2-2608 |03 16 16.6|-26 08 41|    5.4148e-10|          4.3252e-11|               21.7632|PowerLaw        |3FGL J0316.1-2611  |RBS 0405                    |           000|
|4FGL J0846.5-2609 |08 46 34.0|-26 09 36|    1.8748e-10|          3.7512e-11|                5.3039|PowerLaw        |                   |TXS 0844-259                |           000|
|4FGL J1031.8-2609 |10 31 48.7|-26 09 44|    1.1232e-10|          3.4023e-11|                5.0862|PowerLaw        |                   |NVSS J103137-260715         |           000|
|4FGL J0622.3-2605 |06 22 22.9|-26 05 47|    2.0517e-09|          7.7911e-11|               50.4989|PowerLaw        |3FGL J0622.4-2606  |PMN J0622-2605              |           000|
|4FGL J0225.1-2604 |02 25 07.9|-26 04 39|    5.7529e-10|          4.3611e-11|               25.1385|PowerLaw        |3FGL J0225.2-2602  |PMN J0225-2603              |           000|
|4FGL J0212.2-2559 |02 12 14.2|-25 59 40|    1.6743e-10|          2.9338e-11|                7.8744|PowerLaw        |                   |PMN J0212-2558              |           000|
|4FGL J1153.6-2553 |11 53 38.7|-25 53 56|    2.6144e-10|          3.8210e-11|               10.4318|PowerLaw        |3FGL J1153.7-2555  |NVSS J115338-255412         |           000|
|4FGL J2142.5-2552 |21 42 34.8|-25 52 40|    3.9318e-10|          4.2314e-11|               12.9369|PowerLaw        |3FGL J2142.2-2546  |PMN J2142-2551              |           000|
|4FGL J0021.5-2552 |00 21 33.9|-25 52 05|    6.5439e-10|          4.6206e-11|               24.4983|PowerLaw        |3FGL J0021.6-2553  |CRATES J002132.55-255049.3  |           000|
|4FGL J1513.4-2549 |15 13 29.5|-25 49 38|    1.0507e-09|          6.9590e-11|               21.8337|PLSuperExpCutoff|3FGL J1513.4-2549  |PSR J1513-2550              |           000|
|4FGL J1755.4-2552 |17 55 26.1|-25 52 45|    1.5264e-09|          2.5191e-10|                6.2975|PowerLaw        |                   |SNR G003.7-00.2             |           020|
|4FGL J0125.3-2548 |01 25 23.4|-25 48 27|    5.0945e-10|          4.1926e-11|               20.0859|PowerLaw        |3FGL J0125.4-2548  |PKS 0122-260                |           000|
|4FGL J1246.7-2548 |12 46 45.3|-25 48 06|    7.0464e-09|          1.4038e-10|              108.8716|LogParabola     |3FGL J1246.7-2547  |PKS 1244-255                |           000|
|4FGL J0536.5-2548 |05 36 30.4|-25 48 04|    1.6830e-10|          2.9575e-11|                8.4998|PowerLaw        |                   |GALEXASC J053626.90-254747.9|           000|
|4FGL J1013.3-2551 |10 13 20.6|-25 51 34|    1.7679e-10|          3.7946e-11|                7.9573|LogParabola     |                   |PKS B1010-255               |           000|
|4FGL J0111.5-2546 |01 11 35.2|-25 46 40|    1.1752e-10|          2.6614e-11|                5.2944|PowerLaw        |                   |NVSS J011130-254531         |           000|
|4FGL J1034.0-2547 |10 34 02.3|-25 47 35|    1.4864e-10|          3.3557e-11|                4.9151|PowerLaw        |                   |PMN J1033-2544              |           000|
|4FGL J2243.4-2544 |22 43 27.7|-25 44 11|    1.8090e-09|          8.1228e-11|               40.2787|LogParabola     |3FGL J2243.4-2541  |PKS 2240-260                |           000|
|4FGL J0947.1-2541 |09 47 07.5|-25 41 02|    9.8414e-10|          6.3962e-11|               27.8193|LogParabola     |3FGL J0947.1-2542  |1RXS J094709.2-254056       |           000|
|4FGL J0447.2-2539 |04 47 15.0|-25 39 05|    1.9684e-10|          3.2176e-11|                8.6394|PowerLaw        |3FGL J0447.1-2540  |2MASS J04472149-2539302     |           000|
|4FGL J1741.8-2537 |17 41 49.8|-25 37 14|    1.3855e-09|          1.4031e-10|               12.7694|PowerLaw        |3FGL J1741.9-2539  |NVSS J174154-253743         |           000|
|4FGL J1617.2-2535 |16 17 17.5|-25 35 55|    4.7579e-10|          8.2407e-11|                6.2636|LogParabola     |3FGL J1617.3-2519  |PMN J1617-2537              |           004|
|4FGL J1046.8-2534 |10 46 48.6|-25 34 30|    2.0956e-10|          3.6404e-11|                9.7661|PowerLaw        |3FGL J1046.9-2531  |NVSS J104651-253547         |           000|
|4FGL J0343.2-2529 |03 43 15.3|-25 29 39|    4.0897e-10|          3.8377e-11|               18.0456|PowerLaw        |3FGL J0343.2-2534  |PKS 0341-256                |           000|
|4FGL J2212.9-2526 |22 12 54.3|-25 26 01|    5.4190e-10|          4.4481e-11|               19.2945|PowerLaw        |3FGL J2213.1-2532  |PKS 2210-25                 |           000|
|4FGL J1123.4-2529 |11 23 28.4|-25 29 17|    2.1608e-10|          3.5333e-11|                7.7179|PowerLaw        |3FGL J1123.3-2529  |NVSS J112325-252858         |           000|
|4FGL J1625.7-2527 |16 25 46.9|-25 27 54|    4.9566e-09|          1.5431e-10|               49.2341|LogParabola     |3FGL J1625.7-2527  |PKS 1622-253                |           000|
|4FGL J0523.3-2527 |05 23 19.6|-25 27 48|    2.2123e-09|          8.8460e-11|               48.6209|LogParabola     |3FGL J0523.3-2528  |CRTS J052316.9-252737       |           000|
|4FGL J1439.5-2525 |14 39 31.6|-25 25 12|    1.5524e-10|          3.4045e-11|                7.3393|PowerLaw        |                   |NVSS J143934-252458         |           000|
|4FGL J1559.8-2525 |15 59 52.1|-25 25 25|    2.8991e-10|          4.5932e-11|                7.2849|PowerLaw        |3FGL J1559.8-2525  |NVSS J160005-252439         |           004|
|4FGL J0744.0-2525 |07 44 03.4|-25 25 55|    2.7994e-09|          1.3496e-10|               29.9144|LogParabola     |3FGL J0744.1-2523  |1FGL J0744.1-2523           |           000|
|4FGL J0954.2-2520 |09 54 16.3|-25 20 18|    2.4252e-10|          3.8270e-11|                9.5012|PowerLaw        |                   |2MASS J09541965-2519588     |           000|
|4FGL J1756.1-2516 |17 56 06.3|-25 16 26|    3.2073e-09|          3.2885e-10|                9.9884|LogParabola     |                   |NVSS J175606-251909         |           028|
|4FGL J0607.2-2518 |06 07 16.3|-25 18 48|    1.7559e-10|          3.0846e-11|                8.2967|PowerLaw        |                   |1RXS J060714.2-251855       |           000|
|4FGL J0047.5-2517 |00 47 35.5|-25 17 24|    7.9130e-10|          5.5694e-11|               25.0578|LogParabola     |3FGL J0047.5-2516  |NGC 253                     |           000|
|4FGL J2131.7-2515 |21 31 45.1|-25 15 38|    3.0021e-10|          3.9258e-11|               12.5123|PowerLaw        |3FGL J2131.8-2516  |RBS 1755                    |           000|
|4FGL J0620.5-2512 |06 20 34.7|-25 12 46|    5.3396e-10|          5.3923e-11|               16.0407|LogParabola     |                   |PKS 0618-252                |           000|
|4FGL J0352.0-2516 |03 52 00.8|-25 16 24|    1.1221e-10|          2.5413e-11|                5.2202|PowerLaw        |                   |TXS 0350-253                |           000|
|4FGL J1858.3-2511 |18 58 18.0|-25 11 57|    1.3970e-09|          8.7073e-11|               23.1545|LogParabola     |3FGL J1858.4-2509  |PMN J1858-2511              |           000|
|4FGL J1406.1-2508 |14 06 10.7|-25 08 19|    4.1848e-10|          4.4054e-11|               14.4904|PowerLaw        |3FGL J1406.0-2508  |NVSS J140609-250808         |           000|
|4FGL J2040.2-2506 |20 40 17.6|-25 06 37|    2.0747e-10|          3.6440e-11|                7.1996|PowerLaw        |                   |PKS 2037-253                |           000|
|4FGL J0430.3-2507 |04 30 18.0|-25 07 42|    3.7319e-10|          3.9391e-11|               14.4558|PowerLaw        |3FGL J0430.2-2508  |PMN J0430-2507              |           000|
|4FGL J2243.8-2510 |22 43 49.7|-25 10 12|    1.5974e-10|          3.8138e-11|                4.7933|PowerLaw        |                   |PMN J2243-2505              |           016|
|4FGL J1745.7-2506 |17 45 46.8|-25 06 15|    1.1258e-09|          1.8227e-10|                6.0313|LogParabola     |                   |1RXS J174535.1-250440       |          2072|
|4FGL J1923.4-2503 |19 23 24.5|-25 03 07|    8.1645e-11|          3.2455e-11|                3.7494|PowerLaw        |                   |1RXS J192325.9-250228       |          4096|
|4FGL J0440.2-2458 |04 40 16.3|-24 58 07|    1.7892e-10|          3.0721e-11|               11.9084|PowerLaw        |3FGL J0440.3-2500  |RBS 0570                    |           000|
|4FGL J0038.2-2459 |00 38 15.6|-24 59 24|    1.4488e-09|          6.7031e-11|               43.5561|LogParabola     |3FGL J0038.0-2501  |PKS 0035-252                |           000|
|4FGL J1806.9-2455c|18 06 56.6|-24 55 37|    1.0150e-09|          1.6301e-10|                6.0509|LogParabola     |3FGL J1806.7-2451  |1RXS J180700.7-245619       |           040|
|4FGL J0054.7-2455 |00 54 46.7|-24 55 59|    7.2988e-10|          4.9623e-11|               28.2263|PowerLaw        |3FGL J0054.8-2455  |FRBA J0054-2455             |           000|
|4FGL J2108.2-2454 |21 08 14.8|-24 54 29|    3.3500e-10|          4.1478e-11|               13.0328|PowerLaw        |                   |AT20G J210812-245233        |           000|
|4FGL J1824.6-2452 |18 24 38.7|-24 52 12|    3.0437e-09|          1.3869e-10|               30.8002|PLSuperExpCutoff|3FGL J1824.6-2451  |PSR J1824-2452A             |           000|
|4FGL J0745.4-2447 |07 45 26.9|-24 47 58|    2.2760e-10|          6.0215e-11|                4.1940|PowerLaw        |                   |PMN J0745-2451              |           016|
|4FGL J1801.2-2450 |18 01 16.6|-24 50 56|    3.7776e-09|          2.6250e-10|               17.2973|PLSuperExpCutoff|                   |PSR J1801-2451              |           004|
|4FGL J2049.9-2453 |20 49 55.8|-24 53 07|    1.5236e-10|          3.4469e-11|                4.5260|PowerLaw        |                   |CRATES J205011.52-244811.6  |           000|
|4FGL J1910.0-2453 |19 10 05.0|-24 53 15|    2.4496e-10|          4.7510e-11|                5.4530|PowerLaw        |                   |PMN J1910-2448              |           000|
|4FGL J1748.0-2446 |17 48 04.5|-24 46 18|    1.2689e-08|          2.9268e-10|               64.9315|LogParabola     |3FGL J1748.0-2447  |Terzan 5                    |           000|
|4FGL J0403.5-2437 |04 03 35.7|-24 37 00|    2.3111e-10|          3.5358e-11|                9.2060|PowerLaw        |3FGL J0403.7-2442  |TXS 0401-248                |           004|
|4FGL J0958.4-2441 |09 58 25.8|-24 41 12|    4.5447e-10|          5.0100e-11|               13.3194|LogParabola     |3FGL J0958.6-2447  |TXS 0956-244                |           000|
|4FGL J0338.1-2443 |03 38 07.3|-24 43 15|    9.1598e-11|          2.8383e-11|                5.9130|PowerLaw        |3FGL J0338.1-2443  |2E 0336.0-2453              |           000|
|4FGL J0117.5-2442 |01 17 33.8|-24 42 52|    7.3041e-11|          2.4698e-11|                4.7853|PowerLaw        |                   |1RXS J011746.6-244329       |           000|
|4FGL J0524.4-2413 |05 24 25.0|-24 13 12|    1.3405e-10|          3.1995e-11|                5.6050|PowerLaw        |                   |NGC 1904                    |           001|
|4FGL J0137.6-2430 |01 37 37.7|-24 30 59|    9.3986e-10|          5.3608e-11|               40.1094|LogParabola     |3FGL J0137.6-2430  |PKS 0135-247                |           000|
|4FGL J1626.9-2431e|16 27 00.0|-24 31 52|    3.1187e-09|          1.9192e-10|               18.9793|LogParabola     |3FGL J1626.2-2428c |rho Ophiuchi                |           004|
|4FGL J0048.6-2427 |00 48 41.0|-24 27 15|    1.9814e-10|          3.2450e-11|                8.8094|PowerLaw        |                   |1RXS J004836.9-242631       |           000|
|4FGL J0618.1-2428 |06 18 07.8|-24 28 57|    2.2903e-10|          3.8546e-11|                7.1199|PowerLaw        |3FGL J0618.2-2429  |PMN J0618-2426              |           256|
|4FGL J0340.4-2422 |03 40 29.8|-24 22 22|    1.5372e-10|          2.9607e-11|                7.4065|PowerLaw        |3FGL J0340.4-2423  |NVSS J034022-242411         |           000|
|4FGL J1038.2-2425 |10 38 14.1|-24 25 26|    2.2555e-10|          3.7473e-11|                7.4559|PowerLaw        |3FGL J1038.0-2425  |NVSS J103824-242355         |           000|
|4FGL J1517.7-2422 |15 17 42.1|-24 22 23|    6.4536e-09|          1.3777e-10|               94.9570|LogParabola     |3FGL J1517.6-2422  |AP Librae                   |           000|
|4FGL J1756.6-2352 |17 56 39.6|-23 52 18|    1.5293e-09|          2.3223e-10|                6.8601|PowerLaw        |                   |PSR J1757-2421              |           024|
|4FGL J1757.9-2419 |17 57 58.8|-24 19 48|    1.6978e-09|          2.8556e-10|                6.1446|PowerLaw        |                   |PSR J1757-2421              |           029|
|4FGL J1553.6-2422 |15 53 36.6|-24 22 07|    1.5551e-09|          7.6718e-11|               30.7985|PowerLaw        |3FGL J1553.3-2421  |PKS 1550-242                |           000|
|4FGL J0816.7-2420 |08 16 46.0|-24 20 34|    5.7105e-10|          6.0129e-11|               12.9724|LogParabola     |3FGL J0816.7-2421  |PMN J0816-2421              |           000|
|4FGL J1934.3-2419 |19 34 19.7|-24 19 34|    2.0295e-10|          3.7550e-11|                8.2355|PowerLaw        |                   |NVSS J193412-241922         |           000|
|4FGL J0828.7-2422 |08 28 43.2|-24 22 28|    1.9377e-10|          3.7695e-11|                5.8351|PowerLaw        |3FGL J0828.8-2420  |NVSS J082841-241850         |           000|
|4FGL J1416.1-2417 |14 16 08.0|-24 17 54|    2.3505e-10|          3.9128e-11|                9.7199|PowerLaw        |3FGL J1416.1-2417  |NVSS J141612-241812         |           000|
|4FGL J1829.0-2417 |18 29 02.0|-24 17 26|    8.8653e-10|          8.1700e-11|               14.0816|PowerLaw        |3FGL J1828.9-2417  |1RXS J182853.8-241746       |           004|
|4FGL J0929.3-2414 |09 29 21.3|-24 14 59|    1.6909e-10|          3.3544e-11|                5.7723|PowerLaw        |                   |NVSS J092928-241632         |           000|
|4FGL J0104.8-2416 |01 04 51.5|-24 16 51|    3.3094e-10|          3.7000e-11|               15.5146|PowerLaw        |3FGL J0105.1-2415  |PKS 0102-245                |           000|
|4FGL J0325.0-2416 |03 25 05.9|-24 16 57|    9.0527e-11|          2.3843e-11|                4.4429|PowerLaw        |                   |PKS 0323-244                |           000|
|4FGL J2200.7-2414 |22 00 43.6|-24 14 32|    2.4580e-10|          3.5176e-11|                9.6802|PowerLaw        |3FGL J2200.9-2412  |NVSS J220036-241428         |           004|
|4FGL J1304.2-2412 |13 04 12.4|-24 12 37|    5.5634e-10|          5.2100e-11|               16.7133|PowerLaw        |3FGL J1304.2-2411  |PMN J1304-2412              |           000|
|4FGL J0303.4-2407 |03 03 27.0|-24 07 21|    5.1805e-09|          1.2031e-10|              103.3787|LogParabola     |3FGL J0303.4-2407  |PKS 0301-243                |           000|
|4FGL J0630.9-2406 |06 30 57.9|-24 06 40|    4.8193e-09|          1.2322e-10|               85.4247|LogParabola     |3FGL J0630.9-2406  |TXS 0628-240                |           000|
|4FGL J0330.7-2408 |03 30 46.5|-24 08 49|    1.1013e-10|          2.5715e-11|                6.2649|PowerLaw        |                   |NVSS J033050-240612         |           000|
|4FGL J1811.3-2403 |18 11 19.8|-24 03 18|    1.4134e-09|          1.7642e-10|                9.9061|PowerLaw        |                   |PSR J1811-2405              |           000|
|4FGL J0656.3-2404 |06 56 23.3|-24 04 06|    1.5946e-10|          4.1802e-11|                5.0186|PowerLaw        |                   |PMN J0656-2403              |           000|
|4FGL J1729.9-2403 |17 29 59.6|-24 03 04|    1.2558e-09|          1.3260e-10|               11.4099|LogParabola     |3FGL J1729.7-2408  |1RXS J173013.1-240234       |           000|
|4FGL J1758.6-2404 |17 58 40.4|-24 04 58|    2.4846e-09|          3.3452e-10|                9.6282|PowerLaw        |3FGL J1758.8-2402  |1RXS J175835.5-240203       |           000|
|4FGL J0207.5-2402 |02 07 35.7|-24 02 54|    3.4001e-10|          3.6522e-11|               14.1924|PowerLaw        |                   |NVSS J020733-240202         |           000|
|4FGL J1339.0-2400 |13 39 01.5|-24 00 31|    7.3503e-10|          5.4181e-11|               20.7810|PowerLaw        |3FGL J1338.6-2403  |PKS 1336-237                |           000|
|4FGL J1800.7-2355 |18 00 44.2|-23 56 00|    2.6091e-09|          4.4838e-10|                8.6378|PowerLaw        |1FGL J1800.5-2359c |NVSS J180041-235622         |           000|
|4FGL J0345.2-2353 |03 45 16.5|-23 53 06|    7.7838e-10|          4.9475e-11|               28.6773|PowerLaw        |3FGL J0345.1-2353  |NVSS J034518-235218         |           000|
|4FGL J1312.8-2350 |13 12 49.0|-23 50 44|    5.5999e-10|          5.2804e-11|               17.9008|PowerLaw        |3FGL J1312.7-2349  |NVSS J131248-235046         |           000|
|4FGL J1823.6-2345 |18 23 37.1|-23 45 10|    3.4776e-10|          7.4174e-11|                4.5608|PowerLaw        |                   |SNR G008.7-05.0             |           000|
|4FGL J2045.1-2346 |20 45 07.5|-23 46 43|    2.6790e-10|          3.8107e-11|                9.9349|PowerLaw        |                   |NVSS J204457-234643         |           000|
|4FGL J1759.1-2347c|17 59 07.4|-23 47 51|    2.7109e-09|          6.1182e-10|                6.7618|LogParabola     |3FGL J1758.8-2346  |1RXS J175851.9-234511       |           048|
|4FGL J2334.9-2346 |23 34 58.4|-23 46 33|    2.9990e-10|          3.8873e-11|               11.5863|PowerLaw        |3FGL J2335.6-2342  |PKS 2331-240                |           002|
|4FGL J0434.4-2342 |04 34 24.5|-23 42 41|    2.3637e-10|          3.4761e-11|                9.4754|PowerLaw        |3FGL J0434.4-2341  |PMN J0434-2342              |           000|
|4FGL J1057.3-2341 |10 57 22.2|-23 41 20|    3.8563e-10|          4.3252e-11|               13.4633|PowerLaw        |3FGL J1057.3-2341  |PKS B1054-234               |           000|
|4FGL J1440.0-2343 |14 40 00.7|-23 43 24|    4.0271e-10|          4.5344e-11|               12.7808|PowerLaw        |                   |PMN J1439-2341              |           000|
|4FGL J0040.4-2340 |00 40 24.3|-23 40 13|    1.8322e-10|          3.0231e-11|                8.1064|PowerLaw        |3FGL J0040.5-2339  |PMN J0040-2340              |           000|
|4FGL J1545.8-2336 |15 45 48.1|-23 36 48|    1.6816e-10|          4.5762e-11|                6.7548|PowerLaw        |                   |NVSS J154546-233929         |           000|
|4FGL J0008.4-2339 |00 08 26.6|-23 39 05|    1.6445e-10|          3.0418e-11|               10.3475|PowerLaw        |3FGL J0008.6-2340  |RBS 0016                    |           000|
|4FGL J0816.0-2342 |08 16 03.3|-23 42 22|    1.7201e-10|          4.3587e-11|                4.2200|PowerLaw        |                   |AT20G J081524-233846        |           016|
|4FGL J0847.0-2336 |08 47 01.6|-23 36 51|    1.1543e-09|          6.6528e-11|               29.5234|PowerLaw        |3FGL J0846.9-2336  |PMN J0847-2337              |           000|
|4FGL J2330.3-2332 |23 30 19.2|-23 32 22|    1.5516e-10|          3.0614e-11|                6.2083|PowerLaw        |                   |2MASS J23301617-2336413     |           000|
|4FGL J0634.9-2335 |06 34 55.3|-23 35 42|    4.3732e-10|          4.9190e-11|               12.7731|PowerLaw        |3FGL J0634.7-2334  |PMN J0634-2335              |           000|
|4FGL J1809.8-2332 |18 09 50.7|-23 32 22|    6.3084e-08|          6.4140e-10|              175.0365|PLSuperExpCutoff|3FGL J1809.8-2332  |PSR J1809-2332              |           512|
|4FGL J0805.8-2331 |08 05 51.6|-23 31 59|    2.0691e-10|          2.7698e-11|                5.3319|PowerLaw        |                   |NVSS J080604-233333         |           000|
|4FGL J2016.3-2331 |20 16 21.9|-23 31 58|    4.3993e-10|          5.5365e-11|               10.4921|LogParabola     |                   |1RXS J201604.8-233049       |           000|
|4FGL J0025.2-2231 |00 25 12.8|-22 31 58|    1.0892e-10|          2.5272e-11|                5.4305|PowerLaw        |                   |PMN J0025-2228              |           000|
|4FGL J1103.6-2329 |11 03 38.2|-23 29 45|    4.2929e-10|          4.7265e-11|               16.6092|PowerLaw        |3FGL J1103.5-2329  |1ES 1101-232                |           000|
|4FGL J1045.9-2331 |10 45 59.4|-23 31 45|    1.5993e-10|          3.3837e-11|                5.3774|PowerLaw        |3FGL J1045.5-2335  |NVSS J104603-232855         |           000|
|4FGL J2024.7-2328 |20 24 43.9|-23 28 40|    2.1799e-10|          3.7565e-11|                7.3909|PowerLaw        |3FGL J2024.8-2331  |NVSS J202442-232826         |           000|
|4FGL J1212.0-2326 |12 12 00.2|-23 26 58|    3.0356e-10|          4.5453e-11|               10.8875|PowerLaw        |                   |PMN J1212-2327              |           000|
|4FGL J1749.0-2327 |17 49 00.4|-23 27 19|    6.9665e-10|          2.4143e-10|                7.1828|LogParabola     |                   |NVSS J174940-232619         |           257|
|4FGL J1801.3-2326e|18 01 21.6|-23 26 24|    2.8085e-08|          1.5058e-09|               28.2373|LogParabola     |3FGL J1801.3-2326e |W 28                        |           000|
|4FGL J1757.7-2337 |17 57 45.2|-23 37 28|    1.7247e-09|          2.7711e-10|                7.4300|PowerLaw        |                   |SNR G006.1+00.5             |           258|
|4FGL J0457.0-2324 |04 57 02.6|-23 24 54|    1.8079e-08|          2.0972e-10|              230.2613|LogParabola     |3FGL J0457.0-2324  |PKS 0454-234                |           000|
|4FGL J1759.5-2312 |17 59 35.7|-23 12 36|    2.2660e-09|          4.3110e-10|                5.0574|LogParabola     |                   |NVSS J175948-230944         |           284|
|4FGL J0123.7-2311 |01 23 45.0|-23 11 39|    5.3349e-10|          4.5804e-11|               20.6686|PowerLaw        |3FGL J0123.7-2312  |1RXS J012338.2-231100       |           000|
|4FGL J1259.1-2311 |12 59 07.2|-23 11 33|    7.0752e-10|          5.8656e-11|               18.3358|PowerLaw        |3FGL J1259.0-2310  |PKS B1256-229               |           000|
|4FGL J2005.9-2309 |20 05 54.3|-23 09 11|    9.5282e-10|          6.5944e-11|               23.8371|LogParabola     |3FGL J2006.0-2311  |TXS 2002-233                |           000|
|4FGL J2236.4-2309 |22 36 29.9|-23 09 19|    2.7870e-10|          3.5934e-11|               14.2925|PowerLaw        |3FGL J2235.6-2319  |PMN J2236-2309              |           000|
|4FGL J0218.9-2305 |02 18 55.4|-23 05 55|    1.8117e-10|          3.0561e-11|                9.2597|PowerLaw        |                   |PMN J0218-2307              |           000|
|4FGL J1730.8-2303 |17 30 48.7|-23 03 36|    8.7269e-10|          1.1677e-10|                8.4317|PLSuperExpCutoff|                   |PSR J1730-2304              |           016|
|4FGL J0800.4-2257 |08 00 26.7|-22 57 26|    5.1777e-10|          6.8892e-10|                9.3285|LogParabola     |                   |PMN J0800-2302              |           000|
|4FGL J1616.9-2257 |16 16 58.3|-22 57 32|    6.5568e-10|          7.5090e-11|               11.6817|LogParabola     |3FGL J1616.8-2300  |M 80                        |           000|
|4FGL J0920.9-2256 |09 20 56.5|-22 56 49|    1.7833e-10|          3.6194e-11|                8.1734|PowerLaw        |3FGL J0921.0-2258  |NVSS J092057-225721         |           000|
|4FGL J1512.1-2255 |15 12 11.7|-22 55 21|    5.4781e-10|          5.3244e-11|               15.9050|PowerLaw        |3FGL J1512.2-2255  |1RXS J151213.1-225515       |           000|
|4FGL J1548.8-2250 |15 48 48.3|-22 50 50|    1.0189e-09|          7.1019e-11|               26.1411|PowerLaw        |3FGL J1548.8-2250  |PMN J1548-2251              |           000|
|4FGL J1156.6-2248 |11 56 39.4|-22 48 34|    2.9986e-10|          4.3079e-11|               10.0249|PowerLaw        |3FGL J1156.7-2250  |NVSS J115633-225004         |           000|
|4FGL J1855.1-2243 |18 55 06.2|-22 43 17|    5.9744e-10|          7.6274e-11|                9.7901|LogParabola     |3FGL J1855.1-2243  |NGC 6717                    |           004|
|4FGL J0835.2-2243 |08 35 14.2|-22 43 42|    1.9335e-10|          4.5056e-11|                5.6004|LogParabola     |                   |PMN J0834-2241              |          2304|
|4FGL J1528.5-2240 |15 28 33.2|-22 40 15|    3.1214e-10|          5.5035e-11|                6.4300|LogParabola     |3FGL J1528.7-2247  |NVSS J152834-223522         |           000|
|4FGL J0228.5-2234 |02 28 31.5|-22 34 55|    9.9486e-11|          2.5438e-11|                4.1469|PowerLaw        |                   |NVSS J022832-223350         |           000|
|4FGL J1207.7-2229 |12 07 46.8|-22 29 05|    3.2152e-10|          4.1930e-11|               10.9591|PowerLaw        |3FGL J1207.6-2232  |NVSS J120736-223036         |           000|
|4FGL J1614.5-2230 |16 14 34.0|-22 30 16|    4.9739e-09|          1.3956e-10|               61.0077|PLSuperExpCutoff|3FGL J1614.5-2231  |PSR J1614-2230              |           000|
|4FGL J0825.9-2230 |08 25 59.8|-22 30 20|    4.6567e-09|          1.2141e-10|               79.4004|LogParabola     |3FGL J0825.9-2230  |PKS 0823-223                |           000|
|4FGL J2025.3-2231 |20 25 18.7|-22 31 17|    2.5777e-10|          3.9948e-11|                9.8079|PowerLaw        |                   |NVSS J202515-223016         |           000|
|4FGL J1159.2-2227 |11 59 14.6|-22 27 38|    8.3137e-10|          5.9394e-11|               20.4682|PowerLaw        |3FGL J1159.3-2226  |PKS 1156-221                |           000|
|4FGL J0633.4-2222 |06 33 28.7|-22 22 21|    4.2098e-10|          5.3017e-11|               12.0356|LogParabola     |                   |PMN J0633-2223              |           000|
|4FGL J0126.0-2221 |01 26 04.9|-22 21 40|    3.1707e-10|          3.6524e-11|               13.6753|PowerLaw        |3FGL J0126.1-2227  |PKS 0123-226                |           000|
|4FGL J0312.5-2221 |03 12 33.2|-22 21 19|    3.4521e-10|          3.6462e-11|               16.5288|PowerLaw        |3FGL J0312.7-2222  |NVSS J031235-222118         |           000|
|4FGL J0609.0-2219 |06 09 02.9|-22 19 54|    1.7957e-10|          3.6040e-11|                6.0166|PowerLaw        |                   |PKS 0606-223                |           000|
|4FGL J0039.1-2219 |00 39 06.8|-22 19 39|    2.3676e-10|          3.3564e-11|               12.0647|PowerLaw        |3FGL J0039.0-2218  |PMN J0039-2220              |           000|
|4FGL J1925.8-2220 |19 25 52.0|-22 20 28|    1.1449e-10|          3.8351e-11|                4.5647|PowerLaw        |                   |TXS 1922-224                |           000|
|4FGL J1258.8-2219 |12 58 52.1|-22 19 33|    1.9818e-09|          8.5917e-11|               39.2900|LogParabola     |3FGL J1258.7-2219  |PKS 1256-220                |           000|
|4FGL J0252.8-2219 |02 52 48.2|-22 19 13|    3.9321e-09|          9.9968e-11|               97.4665|LogParabola     |3FGL J0252.8-2218  |PKS 0250-225                |           000|
|4FGL J1858.3-2216 |18 58 18.0|-22 16 50|    2.2399e-09|          1.0398e-10|               31.4358|PLSuperExpCutoff|3FGL J1858.2-2215  |PSR J1858-2216              |           000|
|4FGL J0621.2-2213 |06 21 15.3|-22 13 16|    2.0020e-10|          3.6326e-11|                6.4637|PowerLaw        |                   |PMN J0621-2213              |           000|
|4FGL J2139.2-2214 |21 39 17.1|-22 14 46|    1.5421e-10|          3.3800e-11|                5.9457|PowerLaw        |                   |PMN J2139-2213              |           004|
|4FGL J0546.9-2206 |05 46 54.4|-22 06 45|    9.8054e-11|          2.8259e-11|                5.4553|PowerLaw        |                   |1RXS J054656.9-220500       |           000|
|4FGL J1254.2-2205 |12 54 12.5|-22 05 14|    3.3611e-10|          4.4664e-11|                9.7596|PowerLaw        |3FGL J1254.1-2203  |NVSS J125422-220413         |           000|
|4FGL J0919.3-2202 |09 19 23.6|-22 02 50|    1.0216e-10|          3.2710e-11|                4.7068|PowerLaw        |3FGL J0919.5-2200  |1RXS J091926.5-220052       |           000|
|4FGL J1006.7-2159 |10 06 46.3|-21 59 28|    2.2118e-09|          8.1621e-11|               50.4412|LogParabola     |3FGL J1006.7-2159  |PKS 1004-217                |           000|
|4FGL J0010.8-2154 |00 10 52.2|-21 54 01|    1.1858e-10|          2.6715e-11|                5.3736|PowerLaw        |                   |PKS 0008-222                |           000|
|4FGL J1312.4-2156 |13 12 26.6|-21 56 17|    2.4291e-09|          9.5984e-11|               46.4111|LogParabola     |3FGL J1312.5-2155  |PKS 1309-216                |           000|
